VERSION MODEL    N_VALID GRID_RES DESC    FCST_LEAD FCST_VALID      FCST_ACCUM OBS_LEAD OBS_VALID       OBS_ACCUM FCST_RAD FCST_THR OBS_RAD OBS_THR FCST_VAR FCST_UNITS FCST_LEV OBS_VAR OBS_UNITS OBS_LEV OBTYPE OBJECT_ID   OBJECT_CAT  CENTROID_X CENTROID_Y CENTROID_LAT CENTROID_LON AXIS_ANG   LENGTH   WIDTH    AREA AREA_THRESH CURVATURE  CURVATURE_X CURVATURE_Y COMPLEXITY INTENSITY_10 INTENSITY_25 INTENSITY_50 INTENSITY_75 INTENSITY_90 INTENSITY_95   INTENSITY_SUM CENTROID_DIST BOUNDARY_DIST CONVEX_HULL_DIST ANGLE_DIFF ASPECT_DIFF AREA_RATIO INTERSECTION_AREA UNION_AREA SYMMETRIC_DIFF INTERSECTION_OVER_AREA CURVATURE_RATIO COMPLEXITY_RATIO PERCENTILE_INTENSITY_RATIO INTEREST
V11.1.0 HRRR_OPS 656523  3        E_CONUS 100000    20241201_110000 000000     000000   20241201_105636 000000    1        >=25     1       >=25    REFC     dB         L0       REFC    dB        R1      MRMS          F001       CF000 1129.75     927.625       48.87729    -88.18844  88.39899   6.99727  4.1102    20          20 1656.14262  1524.62337  1598.48599    0.14894     25.93125     26.53125     27.65625     29.01562     30.15          30.4          556.9375      NA            NA               NA         NA        NA           NA                      NA         NA             NA                     NA        NA               NA                         NA       NA
V11.1.0 HRRR_OPS 656523  3        E_CONUS 100000    20241201_110000 000000     000000   20241201_105636 000000    1        >=25     1       >=25    REFC     dB         L0       REFC    dB        R1      MRMS          F002       CF000 1181.65116  872.62791     47.27137    -86.37849 -72.83151  10.43996  5.36757   26          26 1654.79781  1652.02534  1472.05602    0.35802     26.09375     26.39062     27.375       28.03125     28.40625       28.85938      713           NA            NA               NA         NA        NA           NA                      NA         NA             NA                     NA        NA               NA                         NA       NA
V11.1.0 HRRR_OPS 656523  3        E_CONUS 100000    20241201_110000 000000     000000   20241201_105636 000000    1        >=25     1       >=25    REFC     dB         L0       REFC    dB        R1      MRMS          F003       CF000 1166.05172  863.39655     47.07565    -87.02836 -26.14005   8.52005  8.02972   40          39 1623.32634  1785.56279  1245.82855    0.20792     25.8875      26.875       30.15625     32.1875      33.7125        34.2625      1190.0625      NA            NA               NA         NA        NA           NA                      NA         NA             NA                     NA        NA               NA                         NA       NA
V11.1.0 HRRR_OPS 656523  3        E_CONUS 100000    20241201_110000 000000     000000   20241201_105636 000000    1        >=25     1       >=25    REFC     dB         L0       REFC    dB        R1      MRMS          F004       CF000 1169.47059  851.96078     46.76219    -86.94661 -40.53512  10.73955  4.87968   33          33 1623.47624  1834.91085  1167.16656    0.22353     26.5875      28.5625      30.5         33.25        34.55          35.2125      1013.5625      NA            NA               NA         NA        NA           NA                      NA         NA             NA                     NA        NA               NA                         NA       NA
V11.1.0 HRRR_OPS 656523  3        E_CONUS 100000    20241201_110000 000000     000000   20241201_105636 000000    1        >=25     1       >=25    REFC     dB         L0       REFC    dB        R1      MRMS          F005       CF000 1188.13793  839.93103     46.38442    -86.28174 -11.75781  23.74006 12.80695  123         117 1690.55315  2047.6621    884.43185    0.43836     25.4         26.4375      28.1875      29.90625     31.6375        32.05625     3481.5         NA            NA               NA         NA        NA           NA                      NA         NA             NA                     NA        NA               NA                         NA       NA
V11.1.0 HRRR_OPS 656523  3        E_CONUS 100000    20241201_110000 000000     000000   20241201_105636 000000    1        >=25     1       >=25    REFC     dB         L0       REFC    dB        R1      MRMS          F006       CF000 1195.61947  810.31858     45.57404    -86.13546 -67.08071  22.45761  9.98941   74          74 1619.84372  1722.10723  1320.74496    0.4807      25.83125     26.375       27.0625      28.5625      30.35625       30.56562     2038.0625      NA            NA               NA         NA        NA           NA                      NA         NA             NA                     NA        NA               NA                         NA       NA
V11.1.0 HRRR_OPS 656523  3        E_CONUS 100000    20241201_110000 000000     000000   20241201_105636 000000    1        >=25     1       >=25    REFC     dB         L0       REFC    dB        R1      MRMS          F007       CF000 1316.51724  807.51724     45.0218     -81.59797   5.35698  31.14469  9.33413  152         145 2029.43993  2532.29209   302.40253    0.30435     25.69375     26.89062     28.78125     30.82812     34.79375       39.025       4510.875       NA            NA               NA         NA        NA           NA                      NA         NA             NA                     NA        NA               NA                         NA       NA
V11.1.0 HRRR_OPS 656523  3        E_CONUS 100000    20241201_110000 000000     000000   20241201_105636 000000    1        >=25     1       >=25    REFC     dB         L0       REFC    dB        R1      MRMS          F008       CF000 1217.8375   805.4125      45.36788    -85.31806 -10.19864  18.24678  6.16043   55          52 1749.60815  2174.03239   683.03257    0.22535     26.9         29.09375     33.3125      36.40625     38.3875        39.4375      1795.5625      NA            NA               NA         NA        NA           NA                      NA         NA             NA                     NA        NA               NA                         NA       NA
V11.1.0 HRRR_OPS 656523  3        E_CONUS 100000    20241201_110000 000000     000000   20241201_105636 000000    1        >=25     1       >=25    REFC     dB         L0       REFC    dB        R1      MRMS          F009       CF002 1240.46237  798.15054     45.09253    -84.50322 -25.2631   21.45055  5.37534   63          62 1703.74303  2092.14372   837.53721    0.3         26.1         27.09375     29           30.59375     31.675         31.91875     1825.0625      NA            NA               NA         NA        NA           NA                      NA         NA             NA                     NA        NA               NA                         NA       NA
V11.1.0 HRRR_OPS 656523  3        E_CONUS 100000    20241201_110000 000000     000000   20241201_105636 000000    1        >=25     1       >=25    REFC     dB         L0       REFC    dB        R1      MRMS          F010       CF000 1462.80051  791.66667     43.81957    -76.33204  23.51451  73.80468  9.68757  297         284 4648.01535  4221.84458 -2558.67562    0.39139     25.6625      27.1875      29.8125      33           36.2375        38.35        9015.5         NA            NA               NA         NA        NA           NA                      NA         NA             NA                     NA        NA               NA                         NA       NA
