VERSION MODEL DESC FCST_LEAD FCST_VALID_BEG  FCST_VALID_END  OBS_LEAD OBS_VALID_BEG   OBS_VALID_END   FCST_VAR FCST_UNITS FCST_LEV OBS_VAR OBS_UNITS OBS_LEV OBTYPE VX_MASK INTERP_MTHD    INTERP_PNTS FCST_THRESH OBS_THRESH COV_THRESH ALPHA LINE_TYPE OBS_SID OBS_LAT OBS_LON    FCST        OBS  OBS_QC FCST_CAT OBS_CAT P1    P2    T1  T2     SEEPS
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71218   50.7  -119.28     0           0       NA        0       0 0.754 0.918 0.2  3.4   0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71701   45.83  -66.43     4.125       3       NA        2       1 0.324 0.775 0.2  3.5   0.645
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71421   51.86  -63.28     3.25        0.7     NA        2       1 0.591 0.864 0.2  1.367 0.579
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71488   57.24 -105.59     0.375       0       NA        1       0 0.563 0.854 0.2  1     0.888
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71539   50.32 -105.55     0           0       NA        0       0 0.702 0.901 0.2  2.767 0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71832   49.75  -84.16     0.25        0.3     NA        1       1 0.706 0.902 0.2  3.2   0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71107   51.93 -131.00999  0.375       0       NA        1       0 0.706 0.902 0.2  5.2   0.709
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_115000 20120410_115000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   76680   19.4   -99.2      0.625       0       NA        1       0 0.772 0.924 0.2  4     0.648
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_114200 20120410_114200 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   76687   19.5   -96.9      0.75        2       NA        1       1 0.65  0.883 0.2  9     0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_113500 20120410_113500 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   76737   18.85  -97.1      0.25        5.4     NA        1       1 0.73  0.91  0.2  6.333 0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_114000 20120410_114000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   76640   20.95  -97.4      0          -0.1     NA        0       0 0.843 0.948 0.2  7     0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71230   55.19 -119.39     0           0       NA        0       0 0.707 0.902 0.2  2.033 0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71232   51.08 -115.06     0           0       NA        0       0 0.567 0.856 0.2  4     0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71234   50    -113.63     0           0       NA        0       0 0.715 0.905 0.2  3.8   0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71237   51.43 -112.67     0           0       NA        0       0 0.832 0.944 0.2  2.2   0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71240   51.66 -110.19     0           0       NA        0       0 0.715 0.905 0.2  0.8   0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71244   49.13 -112.04     0           0       NA        0       0 0.676 0.892 0.2  2.4   0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71248   51.76 -114.68     0           0       NA        0       0 0.591 0.864 0.2  2     0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71114   49.36 -121.48     0           0.5     NA        0       1 0.367 0.789 0.2  4.5   0.79
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71122   51.19 -115.55     0.125       0.5     NA        0       1 0.681 0.894 0.2  3.467 1.568
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71131   49.43 -108.98     0           0       NA        0       0 0.747 0.916 0.2  2     0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71188   48.78  -64.48    10.5         8.2     NA        2       2 0.592 0.864 0.2  6     0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71207   49.78 -123.16     0           0       NA        0       0 0.487 0.829 0.2  9.4   0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71323   46.19  -70.78     2.125       3       NA        1       1 0.553 0.851 0.2  7     0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71376   46.06  -74.53     3.25        0       NA        1       0 0.575 0.858 0.2  6.333 0.87
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71386   48.47  -67.43     1.875       1.8     NA        1       1 0.604 0.868 0.2  5     0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71769   49.35 -124.16     0           0       NA        0       0 0.661 0.887 0.2  3     0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71776   49.49 -117.29     0           0       NA        0       0 0.564 0.855 0.2  5.8   0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71783   48.45 -123.3      0           0       NA        0       0 0.65  0.883 0.2  2.6   0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71784   49.33 -123.18     0           0       NA        0       0 0.519 0.84  0.2 12     0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71123   53.31 -113.58     0           0       NA        0       0 0.767 0.922 0.2  3     0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71125   54.13 -108.51     0           0       NA        0       0 0.782 0.927 0.2  3     0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71185   50.23  -57.58     1           0       NA        1       0 0.468 0.823 0.2  4     1.069
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71265   43.63  -79.39     0           0       NA        0       0 0.436 0.812 0.2  3.333 0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71310   46.45  -62.57     0.25        0       NA        1       0 0.581 0.86  0.2  7.067 0.861
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71312   53.33 -104        0           0       NA        0       0 0.815 0.938 0.2  2     0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71378   47.41  -72.79     0.125       0       NA        0       0 0.624 0.875 0.2  4.333 0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71768   49.56 -119.65     0           0       NA        0       0 0.835 0.945 0.2  3.2   0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71950   54.81 -127.18     0           0       NA        0       0 0.756 0.919 0.2  3     0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71145   53.84  -94.65     0.375       0.2     NA        1       0 0.806 0.935 0.2  3.6   0.62
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71263   43.16  -79.93     0           0       NA        0       0 0.593 0.864 0.2  8     0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71272   58.7   -98.5      4.875       0       NA        1       0 0.765 0.922 0.2  5     0.653
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71371   45.51  -73.41     5.5         1.6     NA        1       1 0.454 0.818 0.2  5.833 0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71770   49.09 -116.53     0           0       NA        0       0 0.642 0.881 0.2  3.333 0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71775   49.19 -122.68     0           0       NA        0       0 0.51  0.837 0.2  7.8   0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71785   49.01 -122.76     0           0       NA        0       0 0.599 0.866 0.2  6.8   0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71819   51.38  -56.1      3.25        0.6     NA        1       1 0.497 0.832 0.2  5.533 0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    NEAREST        1           NA          NA         NA         NA    SEEPS_MPR   71934   60.03 -111.93     0           0       NA        0       0 0.836 0.945 0.2  2.4   0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    DW_MEAN_SQUARE 9           NA          NA         NA         NA    SEEPS_MPR   71940   55.18 -118.88     0           0       NA        0       0 0.78  0.927 0.2  2.2   0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    DW_MEAN_SQUARE 9           NA          NA         NA         NA    SEEPS_MPR   71943   56.23 -120.73     0           0       NA        0       0 0.777 0.926 0.2  3     0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    DW_MEAN_SQUARE 9           NA          NA         NA         NA    SEEPS_MPR   71951   54.46 -128.58     0.25949     0       NA        1       0 0.516 0.839 0.2  4.4   0.969
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    DW_MEAN_SQUARE 9           NA          NA         NA         NA    SEEPS_MPR   71831   49.41  -82.46     0.62453     1       NA        1       1 0.648 0.883 0.2  5     0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    DW_MEAN_SQUARE 9           NA          NA         NA         NA    SEEPS_MPR   71930   54.14 -115.78     0           0       NA        0       0 0.689 0.896 0.2  4     0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    DW_MEAN_SQUARE 9           NA          NA         NA         NA    SEEPS_MPR   71945   58.83 -122.59     0           0       NA        0       0 0.81  0.937 0.2  2.4   0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    DW_MEAN_SQUARE 9           NA          NA         NA         NA    SEEPS_MPR   71120   54.39 -110.28     0           0       NA        0       0 0.782 0.927 0.2  3     0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    DW_MEAN_SQUARE 9           NA          NA         NA         NA    SEEPS_MPR   71129   51.51 -109.18     0           0       NA        0       0 0.805 0.935 0.2  3.667 0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    DW_MEAN_SQUARE 9           NA          NA         NA         NA    SEEPS_MPR   71135   49.16 -105.98     0           0       NA        0       0 0.82  0.94  0.2  3.133 0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    DW_MEAN_SQUARE 9           NA          NA         NA         NA    SEEPS_MPR   71137   49.07 -107.58     0           0       NA        0       0 0.657 0.886 0.2  2.2   0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    DW_MEAN_SQUARE 9           NA          NA         NA         NA    SEEPS_MPR   71171   43.18  -79.4      0           0       NA        0       0 0.679 0.893 0.2  8     0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    DW_MEAN_SQUARE 9           NA          NA         NA         NA    SEEPS_MPR   71187   49.13  -68.19     2.14774     0       NA        1       0 0.549 0.85  0.2  5.5   0.91
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    DW_MEAN_SQUARE 9           NA          NA         NA         NA    SEEPS_MPR   71197   47.56  -59.16    13.41543     5       NA        2       1 0.497 0.832 0.2  5     0.601
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    DW_MEAN_SQUARE 9           NA          NA         NA         NA    SEEPS_MPR   71260   46.48  -84.51     0.35413    -0.1     NA        1       0 0.657 0.886 0.2  6.6   0.761
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    DW_MEAN_SQUARE 9           NA          NA         NA         NA    SEEPS_MPR   71316   54.77 -112.02     0           0       NA        0       0 0.667 0.889 0.2  2     0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    DW_MEAN_SQUARE 9           NA          NA         NA         NA    SEEPS_MPR   71352   43.65  -80.42     0.0997      0       NA        0       0 0.457 0.819 0.2  4.233 0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    DW_MEAN_SQUARE 9           NA          NA         NA         NA    SEEPS_MPR   71368   43.46  -80.38     0.0077117   0       NA        0       0 0.457 0.819 0.2  3.667 0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    DW_MEAN_SQUARE 9           NA          NA         NA         NA    SEEPS_MPR   71377   45.43  -73.93     2.88715     0       NA        1       0 0.59  0.863 0.2  6     0.848
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    DW_MEAN_SQUARE 9           NA          NA         NA         NA    SEEPS_MPR   71379   48.83  -72.55     0.31333     0       NA        1       0 0.617 0.872 0.2  5     0.811
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    DW_MEAN_SQUARE 9           NA          NA         NA         NA    SEEPS_MPR   71820   44.22  -76.6      0.63402     0       NA        1       0 0.611 0.87  0.2  6     0.818
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    DW_MEAN_SQUARE 9           NA          NA         NA         NA    SEEPS_MPR   71411   43.98  -64.66     0.33075     0       NA        1       0 0.671 0.89  0.2  8     0.745
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    DW_MEAN_SQUARE 9           NA          NA         NA         NA    SEEPS_MPR   71449   49.02  -95.6      0           0       NA        0       0 0.712 0.904 0.2  4.333 0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    DW_MEAN_SQUARE 9           NA          NA         NA         NA    SEEPS_MPR   71456   52.81 -104.59     0           0       NA        0       0 0.714 0.905 0.2  1.5   0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    DW_MEAN_SQUARE 9           NA          NA         NA         NA    SEEPS_MPR   71457   50.55 -111.84     0           0       NA        0       0 0.785 0.928 0.2  2.533 0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    DW_MEAN_SQUARE 9           NA          NA         NA         NA    SEEPS_MPR   71486   52.93 -118.03     0.23552     0       NA        1       0 0.693 0.898 0.2  1.667 0.721
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    DW_MEAN_SQUARE 9           NA          NA         NA         NA    SEEPS_MPR   71603   43.82  -66.08     0.40792    -0.1     NA        1       0 0.579 0.86  0.2  8     0.864
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    DW_MEAN_SQUARE 9           NA          NA         NA         NA    SEEPS_MPR   71642   47.81  -83.35     1.18187     1.2     NA        1       1 0.683 0.894 0.2  5.333 0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    DW_MEAN_SQUARE 9           NA          NA         NA         NA    SEEPS_MPR   71719   48.01  -64.49     4.33513     0.9     NA        2       1 0.583 0.861 0.2  4.2   0.581
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    DW_MEAN_SQUARE 9           NA          NA         NA         NA    SEEPS_MPR   71724   46.35  -72.51     0.18676     0       NA        0       0 0.632 0.877 0.2  6     0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    DW_MEAN_SQUARE 9           NA          NA         NA         NA    SEEPS_MPR   71726   47.91  -74.61     1.40333     2.2     NA        1       1 0.521 0.84  0.2  5.133 0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    DW_MEAN_SQUARE 9           NA          NA         NA         NA    SEEPS_MPR   71733   45.88  -82.56     0.51338     0       NA        1       0 0.44  0.813 0.2  2.5   1.138
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    DW_MEAN_SQUARE 9           NA          NA         NA         NA    SEEPS_MPR   71803   48.95  -54.56     2.28179     2.2     NA        1       1 0.548 0.849 0.2  5     0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    DW_MEAN_SQUARE 9           NA          NA         NA         NA    SEEPS_MPR   71809   49.21  -57.38     1.42905     3.8     NA        1       1 0.562 0.854 0.2  5.667 0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    DW_MEAN_SQUARE 9           NA          NA         NA         NA    SEEPS_MPR   71817   52.29  -55.83     5.08219     0.2     NA        2       0 0.605 0.868 0.2  3     1.403
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    DW_MEAN_SQUARE 9           NA          NA         NA         NA    SEEPS_MPR   71825   52.93  -66.86     1.25825     0.8     NA        1       1 0.608 0.869 0.2  4.767 0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    DW_MEAN_SQUARE 9           NA          NA         NA         NA    SEEPS_MPR   71869   53.21 -105.66     0           0       NA        0       0 0.797 0.932 0.2  2     0
V12.0.0 FCST  NA   360000    20120410_120000 20120410_120000 000000   20120410_120000 20120410_120000 APCP_24  kg/m^2     A24      TP24    NA        L0      ADPSFC FULL    DW_MEAN_SQUARE 9           NA          NA         NA         NA    SEEPS_MPR   71891   50.23 -121.58     0           1       NA        0       1 0.612 0.871 0.2  1     1.287
