VERSION MODEL DESC FCST_LEAD FCST_VALID_BEG  FCST_VALID_END  OBS_LEAD OBS_VALID_BEG   OBS_VALID_END   FCST_VAR            FCST_UNITS FCST_LEV OBS_VAR OBS_UNITS OBS_LEV OBTYPE VX_MASK   INTERP_MTHD INTERP_PNTS FCST_THRESH OBS_THRESH COV_THRESH ALPHA LINE_TYPE TOTAL N_THRESH THRESH_1 OY_1 ON_1 THRESH_2 OY_2 ON_2 THRESH_3 OY_3 ON_3 THRESH_4 OY_4 ON_4 THRESH_5
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>1.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1806 NEAREST     1           ==0.25000   >1.5       NA         NA    PCT          78        5        0    0   78     0.25    0    0      0.5    0    0     0.75    0    0        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>2.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1806 NEAREST     1           ==0.25000   >2.0       NA         NA    PCT          78        5        0    0   78     0.25    0    0      0.5    0    0     0.75    0    0        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>0)     kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1806 HIRA_SQUARE 4           ==0.25000   >0         NA         NA    PCT          78        5        0    0   78     0.25    0    0      0.5    0    0     0.75    0    0        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>0.1)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1806 HIRA_SQUARE 4           ==0.25000   >0.1       NA         NA    PCT          78        5        0    0   78     0.25    0    0      0.5    0    0     0.75    0    0        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>0.25)  kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1806 HIRA_SQUARE 4           ==0.25000   >0.25      NA         NA    PCT          78        5        0    0   78     0.25    0    0      0.5    0    0     0.75    0    0        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>0.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1806 HIRA_SQUARE 4           ==0.25000   >0.5       NA         NA    PCT          78        5        0    0   78     0.25    0    0      0.5    0    0     0.75    0    0        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>1.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1806 HIRA_SQUARE 4           ==0.25000   >1.0       NA         NA    PCT          78        5        0    0   78     0.25    0    0      0.5    0    0     0.75    0    0        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>1.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1806 HIRA_SQUARE 4           ==0.25000   >1.5       NA         NA    PCT          78        5        0    0   78     0.25    0    0      0.5    0    0     0.75    0    0        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>2.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1806 HIRA_SQUARE 4           ==0.25000   >2.0       NA         NA    PCT          78        5        0    0   78     0.25    0    0      0.5    0    0     0.75    0    0        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0)     kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP FULL      NEAREST     1           ==0.25000   >0         NA         NA    PCT       15480        5        0  178 8245     0.25   72  296      0.5  221  483     0.75 4278 1707        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.1)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP FULL      NEAREST     1           ==0.25000   >0.1       NA         NA    PCT       15480        5        0  176 8500     0.25   91  260      0.5  273  451     0.75 4139 1590        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.25)  kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP FULL      NEAREST     1           ==0.25000   >0.25      NA         NA    PCT       15480        5        0  181 8667     0.25   97  266      0.5  323  421     0.75 4016 1509        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP FULL      NEAREST     1           ==0.25000   >0.5       NA         NA    PCT       15480        5        0  180 8961     0.25   89  266      0.5  338  442     0.75 3658 1546        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>1.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP FULL      NEAREST     1           ==0.25000   >1.0       NA         NA    PCT       15480        5        0  197 9247     0.25  131  314      0.5  350  428     0.75 3344 1469        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>1.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP FULL      NEAREST     1           ==0.25000   >1.5       NA         NA    PCT       15480        5        0  204 9485     0.25  145  329      0.5  338  453     0.75 3066 1460        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>2.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP FULL      NEAREST     1           ==0.25000   >2.0       NA         NA    PCT       15480        5        0  222 9709     0.25  150  329      0.5  320  468     0.75 2838 1444        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0)     kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1605 NEAREST     1           ==0.25000   >0         NA         NA    PCT         398        5        0    0  311     0.25    0   40      0.5    0   33     0.75    0   14        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.1)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1605 NEAREST     1           ==0.25000   >0.1       NA         NA    PCT         398        5        0    0  344     0.25    0   23      0.5    0   23     0.75    0    8        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.25)  kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1605 NEAREST     1           ==0.25000   >0.25      NA         NA    PCT         398        5        0    0  359     0.25    0   17      0.5    0   17     0.75    0    5        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1605 NEAREST     1           ==0.25000   >0.5       NA         NA    PCT         398        5        0    0  375     0.25    0   11      0.5    0    9     0.75    0    3        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>1.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1605 NEAREST     1           ==0.25000   >1.0       NA         NA    PCT         398        5        0    0  383     0.25    0    8      0.5    0    5     0.75    0    2        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>1.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1605 NEAREST     1           ==0.25000   >1.5       NA         NA    PCT         398        5        0    0  385     0.25    0   10      0.5    0    1     0.75    0    2        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>2.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1605 NEAREST     1           ==0.25000   >2.0       NA         NA    PCT         398        5        0    0  386     0.25    0   10      0.5    0    2     0.75    0    0        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0)     kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1803 NEAREST     1           ==0.25000   >0         NA         NA    PCT         540        5        0    0  539     0.25    0    1      0.5    0    0     0.75    0    0        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.1)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1803 NEAREST     1           ==0.25000   >0.1       NA         NA    PCT         540        5        0    0  540     0.25    0    0      0.5    0    0     0.75    0    0        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.25)  kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1803 NEAREST     1           ==0.25000   >0.25      NA         NA    PCT         540        5        0    0  540     0.25    0    0      0.5    0    0     0.75    0    0        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1803 NEAREST     1           ==0.25000   >0.5       NA         NA    PCT         540        5        0    0  540     0.25    0    0      0.5    0    0     0.75    0    0        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>1.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1803 NEAREST     1           ==0.25000   >1.0       NA         NA    PCT         540        5        0    0  540     0.25    0    0      0.5    0    0     0.75    0    0        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>1.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1803 NEAREST     1           ==0.25000   >1.5       NA         NA    PCT         540        5        0    0  540     0.25    0    0      0.5    0    0     0.75    0    0        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>2.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1803 NEAREST     1           ==0.25000   >2.0       NA         NA    PCT         540        5        0    0  540     0.25    0    0      0.5    0    0     0.75    0    0        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0)     kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1804 NEAREST     1           ==0.25000   >0         NA         NA    PCT         503        5        0    0  474     0.25    0   20      0.5    0    8     0.75    0    1        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.1)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1804 NEAREST     1           ==0.25000   >0.1       NA         NA    PCT         503        5        0    0  490     0.25    0   10      0.5    0    3     0.75    0    0        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.25)  kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1804 NEAREST     1           ==0.25000   >0.25      NA         NA    PCT         503        5        0    0  499     0.25    0    2      0.5    0    2     0.75    0    0        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1804 NEAREST     1           ==0.25000   >0.5       NA         NA    PCT         503        5        0    0  502     0.25    0    0      0.5    0    1     0.75    0    0        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>1.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1804 NEAREST     1           ==0.25000   >1.0       NA         NA    PCT         503        5        0    0  503     0.25    0    0      0.5    0    0     0.75    0    0        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>1.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1804 NEAREST     1           ==0.25000   >1.5       NA         NA    PCT         503        5        0    0  503     0.25    0    0      0.5    0    0     0.75    0    0        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>2.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1804 NEAREST     1           ==0.25000   >2.0       NA         NA    PCT         503        5        0    0  503     0.25    0    0      0.5    0    0     0.75    0    0        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0)     kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1805 NEAREST     1           ==0.25000   >0         NA         NA    PCT         161        5        0   30  110     0.25   17    4      0.5    0    0     0.75    0    0        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.1)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1805 NEAREST     1           ==0.25000   >0.1       NA         NA    PCT         161        5        0   24  121     0.25   14    2      0.5    0    0     0.75    0    0        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.25)  kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1805 NEAREST     1           ==0.25000   >0.25      NA         NA    PCT         161        5        0   22  127     0.25   11    1      0.5    0    0     0.75    0    0        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1805 NEAREST     1           ==0.25000   >0.5       NA         NA    PCT         161        5        0    7  150     0.25    3    1      0.5    0    0     0.75    0    0        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>1.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1805 NEAREST     1           ==0.25000   >1.0       NA         NA    PCT         161        5        0    0  160     0.25    0    1      0.5    0    0     0.75    0    0        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>1.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1805 NEAREST     1           ==0.25000   >1.5       NA         NA    PCT         161        5        0    0  160     0.25    0    1      0.5    0    0     0.75    0    0        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>2.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1805 NEAREST     1           ==0.25000   >2.0       NA         NA    PCT         161        5        0    0  161     0.25    0    0      0.5    0    0     0.75    0    0        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0)     kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1806 NEAREST     1           ==0.25000   >0         NA         NA    PCT         491        5        0    0  491     0.25    0    0      0.5    0    0     0.75    0    0        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.1)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1806 NEAREST     1           ==0.25000   >0.1       NA         NA    PCT         491        5        0    0  491     0.25    0    0      0.5    0    0     0.75    0    0        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.25)  kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1806 NEAREST     1           ==0.25000   >0.25      NA         NA    PCT         491        5        0    0  491     0.25    0    0      0.5    0    0     0.75    0    0        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1806 NEAREST     1           ==0.25000   >0.5       NA         NA    PCT         491        5        0    0  491     0.25    0    0      0.5    0    0     0.75    0    0        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>1.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1806 NEAREST     1           ==0.25000   >1.0       NA         NA    PCT         491        5        0    0  491     0.25    0    0      0.5    0    0     0.75    0    0        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>1.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1806 NEAREST     1           ==0.25000   >1.5       NA         NA    PCT         491        5        0    0  491     0.25    0    0      0.5    0    0     0.75    0    0        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>2.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1806 NEAREST     1           ==0.25000   >2.0       NA         NA    PCT         491        5        0    0  491     0.25    0    0      0.5    0    0     0.75    0    0        1
