VERSION MODEL      DESC FCST_LEAD FCST_VALID_BEG  FCST_VALID_END  OBS_LEAD OBS_VALID_BEG   OBS_VALID_END   FCST_VAR FCST_UNITS FCST_LEV OBS_VAR OBS_UNITS OBS_LEV OBTYPE VX_MASK INTERP_MTHD INTERP_PNTS FCST_THRESH OBS_THRESH COV_THRESH ALPHA LINE_TYPE TOTAL INDEX OBS_SID  OBS_LAT OBS_LON   OBS_LVL OBS_ELV FCST          OBS           OBS_QC OBS_CLIMO_MEAN OBS_CLIMO_STDEV OBS_CLIMO_CDF FCST_CLIMO_MEAN FCST_CLIMO_STDEV OBS_PRS    OBS_ERR_IN   OBS_ERR_ADJ   OBS_ERR_FIN   PREP_USE ANLY_USE SETUP_QC QC_WGHT
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_064000 20121025_064000 t        NA         NA       t       NA        NA      187    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MMCZ   20.53 -86.92999       5       5  303.15616     299.14999         9             NA              NA            NA              NA               NA 1008.20001      0.79427    0.79427       0.7537          101       -1        0 3.59196
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_064500 20121025_064500 t        NA         NA       t       NA        NA      187    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MMCM   18.5  -88.29999      12      12  300.20872     302.14999         9             NA              NA            NA              NA               NA 1007.09998      0.79427    0.79427       0.7294          101       -1        0 3.99058
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_044300 20121025_044300 t        NA         NA       t       NA        NA      187    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MMMD   20.98 -89.64999      10      10  300.34697     298.75            9             NA              NA            NA              NA               NA 1009.59998      0.79427    0.79427       0.45544         101       -1        0 3.99358
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_054500 20121025_054500 t        NA         NA       t       NA        NA      187    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MMMD   20.98 -89.64999      10      10  300.34697     297.75            9             NA              NA            NA              NA               NA 1009.59998      0.79427    0.79427       0.45544         101       -1        0 3.97601
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_060000 20121025_060000 t        NA         NA       t       NA        NA      180    NA      NA          0           NA          NA         NA         NA    MPR           1     0 MASKSTID   18.9  -86.79999       0       0  301.48744     300.14999         2             NA              NA            NA              NA               NA 1009.20001      1.07772    1.07772       0.43388           0        1        1 3.99189
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_070000 20121025_070000 t        NA         NA       t       NA        NA      180    NA      NA          0           NA          NA         NA         NA    MPR           1     0 MASKSTID   19    -86.89999       0       0  301.44789     301.14999         2             NA              NA            NA              NA               NA 1008.90002      1.07772    1.07772       0.61294           0        1        1 3.99697
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_050000 20121025_050000 t        NA         NA       t       NA        NA      180    NA      NA          0           NA          NA         NA         NA    MPR           1     0 MASKSTID   19    -86.79999       0       0  304.782       304.85001         2             NA              NA            NA              NA               NA 1009.79999      1.07771    1.07771       0.28265           0        1        0 3.99712
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_065200 20121025_065200 q        NA         NA       q       NA        NA      187    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MMMD   20.98 -89.64999      10      10    0.016639      0.013657        9             NA              NA            NA              NA               NA 1009         1967.53528 1967.53528    1866.42773         101       -1       NA 0.0014163
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_044100 20121025_044100 q        NA         NA       q       NA        NA      187    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MMUN   21.03 -86.87          5       5    0.016493      0.015464        9             NA              NA            NA              NA               NA 1009.59998   1726.8855  1726.8855        0.84979         101       -1       NA 3.99818
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_044700 20121025_044700 q        NA         NA       q       NA        NA      187    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MMCZ   20.53 -86.92999       5       5    0.017289      0.017497        9             NA              NA            NA              NA               NA 1009.20001   1673.18103 1673.18103       4.02137         101       -1       NA 3.9996
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_054300 20121025_054300 q        NA         NA       q       NA        NA      187    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MMUN   21.03 -86.87          5       5    0.016493      0.014542        9             NA              NA            NA              NA               NA 1008.90002   1726.88818 1726.88818    1659.79102         101       -1       NA 3.89328
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_044500 20121025_044500 q        NA         NA       q       NA        NA      187    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MMCM   18.5  -88.29999      12      12    0.017207      0.016475        9             NA              NA            NA              NA               NA 1008.09998   1993.60657 1993.60657    1713.67773         101       -1       NA 3.99891
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_054600 20121025_054600 q        NA         NA       q       NA        NA      187    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MMCZ   20.53 -86.92999       5       5    0.017289      0.015475        9             NA              NA            NA              NA               NA 1008.90002   1673.18225 1673.18225    1572.0177          101       -1       NA 3.96278
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_064600 20121025_064600 q        NA         NA       q       NA        NA      187    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MMUN   21.03 -86.87          5       5    0.016493      0.014552        9             NA              NA            NA              NA               NA 1008.20001   1726.89087 1726.89087    1331.55371         101       -1       NA 3.89915
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_054500 20121025_054500 q        NA         NA       q       NA        NA      187    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MMCM   18.5  -88.29999      12      12    0.017207      0.016486        9             NA              NA            NA              NA               NA 1007.40002   1993.60962 1993.60962    1404.0072          101       -1       NA 3.99894
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_064000 20121025_064000 q        NA         NA       q       NA        NA      187    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MMCZ   20.53 -86.92999       5       5    0.017289      0.016473        9             NA              NA            NA              NA               NA 1008.20001   1673.18481 1673.18481    1266.78613         101       -1       NA 3.99905
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_064500 20121025_064500 q        NA         NA       q       NA        NA      187    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MMCM   18.5  -88.29999      12      12    0.017207      0.016491        9             NA              NA            NA              NA               NA 1007.09998   1993.61096 1993.61096    1303.08936         101       -1       NA 3.99896
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_044300 20121025_044300 q        NA         NA       q       NA        NA      187    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MMMD   20.98 -89.64999      10      10    0.016639      0.014531        9             NA              NA            NA              NA               NA 1009.59998   1967.53271 1967.53271       1.10831         101       -1       NA 2.64308
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_054500 20121025_054500 q        NA         NA       q       NA        NA      187    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MMMD   20.98 -89.64999      10      10    0.016639      0.014531        9             NA              NA            NA              NA               NA 1009.59998   1967.53271 1967.53271       1.10831         101       -1       NA 2.64308
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_050000 20121025_050000 q        NA         NA       q       NA        NA      180    NA      NA          0           NA          NA         NA         NA    MPR           1     0 MASKSTID   19    -86.79999       0       0    0.018063      0.014529        2             NA              NA            NA              NA               NA 1009.79999   1219.88879 1219.88879     892.79486           0        1       NA 2.15986
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_061500 20121025_061500 pw       NA         NA       pw      NA        NA      153    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MMD1   20.93 -89.66         NA      42   31.34338      24.4             9             NA              NA            NA              NA               NA   NA            0.5        0.5           0.5             101       -1       NA 1
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_065200 20121025_065200 u        NA         NA       u       NA        NA      287    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MMMD   20.98 -89.64999      20      10   -0.79693       0               9             NA              NA            NA              NA               NA 1008.00287      0.52187    0.52187       0.52165         101       -1       NA 3.99914
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_065200 20121025_065200 v        NA         NA       v       NA        NA      287    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MMMD   20.98 -89.64999      20      10   -2.15185       0               9             NA              NA            NA              NA               NA 1008.00287      0.52187    0.52187       0.52165         101       -1       NA 3.99914
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_044100 20121025_044100 u        NA         NA       u       NA        NA      287    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MMUN   21.03 -86.87         15       5   -2.81025       1.1             9             NA              NA            NA              NA               NA 1007.8736       0.52187    0.52187       0.51837         101       -1       NA 3.99001
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_044100 20121025_044100 v        NA         NA       v       NA        NA      287    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MMUN   21.03 -86.87         15       5   -3.83538      -1               9             NA              NA            NA              NA               NA 1007.8736       0.52187    0.52187       0.51837         101       -1       NA 3.99001
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_044700 20121025_044700 u        NA         NA       u       NA        NA      287    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MMCZ   20.53 -86.92999      15       5   -2.56202       1.1102e-16      9             NA              NA            NA              NA               NA 1007.94141      0.52187    0.52187       0.51629         101       -1       NA 3.99761
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_044700 20121025_044700 v        NA         NA       v       NA        NA      287    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MMCZ   20.53 -86.92999      15       5   -5.5966       -3.1             9             NA              NA            NA              NA               NA 1007.94141      0.52187    0.52187       0.51629         101       -1       NA 3.99761
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_054300 20121025_054300 u        NA         NA       u       NA        NA      287    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MMUN   21.03 -86.87         15       5   -2.81025       0.8             9             NA              NA            NA              NA               NA 1007.8736       0.52187    0.52187       0.51837         101       -1       NA 3.98977
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_054300 20121025_054300 v        NA         NA       v       NA        NA      287    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MMUN   21.03 -86.87         15       5   -3.83538      -0.6             9             NA              NA            NA              NA               NA 1007.8736       0.52187    0.52187       0.51837         101       -1       NA 3.98977
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_044500 20121025_044500 u        NA         NA       u       NA        NA      287    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MMCM   18.5  -88.29999      22      12    1.68819       0               9             NA              NA            NA              NA               NA 1007.40094      0.52187    0.52187       0.51508         101       -1       NA 3.99854
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_044500 20121025_044500 v        NA         NA       v       NA        NA      287    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MMCM   18.5  -88.29999      22      12   -2.5134        0               9             NA              NA            NA              NA               NA 1007.40094      0.52187    0.52187       0.51508         101       -1       NA 3.99854
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_054600 20121025_054600 u        NA         NA       u       NA        NA      287    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MMCZ   20.53 -86.92999      15       5   -2.56202      -0.4             9             NA              NA            NA              NA               NA 1007.94141      0.52187    0.52187       0.51629         101       -1       NA 3.99583
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_054600 20121025_054600 v        NA         NA       v       NA        NA      287    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MMCZ   20.53 -86.92999      15       5   -5.5966       -2.1             9             NA              NA            NA              NA               NA 1007.94141      0.52187    0.52187       0.51629         101       -1       NA 3.99583
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_064600 20121025_064600 u        NA         NA       u       NA        NA      287    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MMUN   21.03 -86.87         15       5   -2.81025       1.4             9             NA              NA            NA              NA               NA 1007.8736       0.52187    0.52187       0.51837         101       -1       NA 3.9908
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_064600 20121025_064600 v        NA         NA       v       NA        NA      287    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MMUN   21.03 -86.87         15       5   -3.83538      -1.6             9             NA              NA            NA              NA               NA 1007.8736       0.52187    0.52187       0.51837         101       -1       NA 3.9908
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_054500 20121025_054500 u        NA         NA       u       NA        NA      287    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MMCM   18.5  -88.29999      22      12    1.68819       0               9             NA              NA            NA              NA               NA 1007.40094      0.52187    0.52187       0.51508         101       -1       NA 3.99854
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_054500 20121025_054500 v        NA         NA       v       NA        NA      287    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MMCM   18.5  -88.29999      22      12   -2.5134        0               9             NA              NA            NA              NA               NA 1007.40094      0.52187    0.52187       0.51508         101       -1       NA 3.99854
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_064000 20121025_064000 u        NA         NA       u       NA        NA      287    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MMCZ   20.53 -86.92999      15       5   -2.56202       0.7             9             NA              NA            NA              NA               NA 1007.94141      0.52187    0.52187       0.51629         101       -1       NA 3.99748
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_064000 20121025_064000 v        NA         NA       v       NA        NA      287    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MMCZ   20.53 -86.92999      15       5   -5.5966       -4               9             NA              NA            NA              NA               NA 1007.94141      0.52187    0.52187       0.51629         101       -1       NA 3.99748
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_064500 20121025_064500 u        NA         NA       u       NA        NA      287    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MMCM   18.5  -88.29999      22      12    1.68819       0               9             NA              NA            NA              NA               NA 1007.40094      0.52187    0.52187       0.51508         101       -1       NA 3.99854
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_064500 20121025_064500 v        NA         NA       v       NA        NA      287    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MMCM   18.5  -88.29999      22      12   -2.5134        0               9             NA              NA            NA              NA               NA 1007.40094      0.52187    0.52187       0.51508         101       -1       NA 3.99854
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_044300 20121025_044300 u        NA         NA       u       NA        NA      287    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MMMD   20.98 -89.64999      20      10   -0.79693       0               9             NA              NA            NA              NA               NA 1008.00287      0.52187    0.52187       0.52165         101       -1       NA 3.99914
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_044300 20121025_044300 v        NA         NA       v       NA        NA      287    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MMMD   20.98 -89.64999      20      10   -2.15185       0               9             NA              NA            NA              NA               NA 1008.00287      0.52187    0.52187       0.52165         101       -1       NA 3.99914
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_054500 20121025_054500 u        NA         NA       u       NA        NA      287    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MMMD   20.98 -89.64999      20      10   -0.79693       0               9             NA              NA            NA              NA               NA 1008.00287      0.52187    0.52187       0.52165         101       -1       NA 3.99914
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_054500 20121025_054500 v        NA         NA       v       NA        NA      287    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MMMD   20.98 -89.64999      20      10   -2.15185       0               9             NA              NA            NA              NA               NA 1008.00287      0.52187    0.52187       0.52165         101       -1       NA 3.99914
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_060000 20121025_060000 u        NA         NA       u       NA        NA      280    NA      NA          0           NA          NA         NA         NA    MPR           1     0 MASKSTID   18.9  -86.79999      20       0   -4.64191      -4.9             2             NA              NA            NA              NA               NA 1006.28156      0.38052    0.38052       0.38052           0        1       NA 3.99846
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_060000 20121025_060000 v        NA         NA       v       NA        NA      280    NA      NA          0           NA          NA         NA         NA    MPR           1     0 MASKSTID   18.9  -86.79999      20       0   -9.26453     -13.5             2             NA              NA            NA              NA               NA 1006.28156      0.38052    0.38052       0.38052           0        1       NA 3.99846
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_070000 20121025_070000 u        NA         NA       u       NA        NA      280    NA      NA          0           NA          NA         NA         NA    MPR           1     0 MASKSTID   19    -86.89999      20       0   -4.60592      -5.9             2             NA              NA            NA              NA               NA 1006.30603      0.38052    0.38052       0.38052           0        1       NA 3.99946
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_070000 20121025_070000 v        NA         NA       v       NA        NA      280    NA      NA          0           NA          NA         NA         NA    MPR           1     0 MASKSTID   19    -86.89999      20       0   -8.87799     -10.2             2             NA              NA            NA              NA               NA 1006.30603      0.38052    0.38052       0.38052           0        1       NA 3.99946
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_050000 20121025_050000 u        NA         NA       u       NA        NA      280    NA      NA          0           NA          NA         NA         NA    MPR           1     0 MASKSTID   19    -86.79999      20       0   -4.61752      -3               2             NA              NA            NA              NA               NA 1006.28607      0.38052    0.38052       0.38052           0        1       NA 3.99945
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_050000 20121025_050000 v        NA         NA       v       NA        NA      280    NA      NA          0           NA          NA         NA         NA    MPR           1     0 MASKSTID   19    -86.79999      20       0   -9.34862      -8.3             2             NA              NA            NA              NA               NA 1006.28607      0.38052    0.38052       0.38052           0        1       NA 3.99945
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_043600 20121025_043600 ps       NA         NA       ps      NA        NA      180    NA      NA          0           NA          NA         NA         NA    MPR           1     0    43524   25.39 -87.89001       0       0 1012.82095    1012.5             2             NA              NA            NA              NA               NA 1012.5          1.86442    1.86442       0.61377           0        1       NA 3.99955
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_045100 20121025_045100 ps       NA         NA       ps      NA        NA      180    NA      NA          0           NA          NA         NA         NA    MPR           1     0    43524   25.39 -87.89001       0       0 1012.82092    1012.09998         2             NA              NA            NA              NA               NA 1012.09998      1.86442    1.86442       0.60807           0        1       NA 3.99907
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_050600 20121025_050600 ps       NA         NA       ps      NA        NA      180    NA      NA          0           NA          NA         NA         NA    MPR           1     0    43524   25.39 -87.89001       0       0 1012.82096    1011.70001         2             NA              NA            NA              NA               NA 1011.70001      1.86442    1.86442       0.60363           0        1       NA 3.99666
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_052100 20121025_052100 ps       NA         NA       ps      NA        NA      180    NA      NA          0           NA          NA         NA         NA    MPR           1     0    43524   25.39 -87.89001       0       0 1012.82094    1011.79999         2             NA              NA            NA              NA               NA 1011.79999      1.86442    1.86442       0.60036           0        1       NA 3.9977
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_053600 20121025_053600 ps       NA         NA       ps      NA        NA      180    NA      NA          0           NA          NA         NA         NA    MPR           1     0    43524   25.39 -87.89001       0       0 1012.82096    1011.70001         2             NA              NA            NA              NA               NA 1011.70001      1.86442    1.86442       0.59821           0        1       NA 3.99666
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_062100 20121025_062100 ps       NA         NA       ps      NA        NA      180    NA      NA          0           NA          NA         NA         NA    MPR           1     0    43524   25.39 -87.89001       0       0 1012.82095    1011.5             2             NA              NA            NA              NA               NA 1011.5          1.86442    1.86442       0.59821           0        1       NA 3.99221
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_063600 20121025_063600 ps       NA         NA       ps      NA        NA      180    NA      NA          0           NA          NA         NA         NA    MPR           1     0    43524   25.39 -87.89001       0       0 1012.82097    1011.40002         2             NA              NA            NA              NA               NA 1011.40002      1.86442    1.86442       0.60036           0        1       NA 3.98747
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_065100 20121025_065100 ps       NA         NA       ps      NA        NA      180    NA      NA          0           NA          NA         NA         NA    MPR           1     0    43524   25.39 -87.89001       0       0 1012.82096    1011.20001         2             NA              NA            NA              NA               NA 1011.20001      1.86442    1.86442       0.60363           0        1       NA 3.96414
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_070600 20121025_070600 ps       NA         NA       ps      NA        NA      180    NA      NA          0           NA          NA         NA         NA    MPR           1     0    43524   25.39 -87.89001       0       0 1012.82092    1011.09998         2             NA              NA            NA              NA               NA 1011.09998      1.86442    1.86442       0.60807           0        1       NA 3.93634
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_072100 20121025_072100 ps       NA         NA       ps      NA        NA      180    NA      NA          0           NA          NA         NA         NA    MPR           1     0    43524   25.39 -87.89001       0       0 1012.82097    1010.90002         2             NA              NA            NA              NA               NA 1010.90002      1.86442    1.86442       0.61377           0        1       NA 3.78303
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_051500 20121025_051500 ps       NA         NA       ps      NA        NA      187    NA      NA          0           NA          NA         NA         NA    MPR           1     0     KIPN   28.09 -87.98999      40      40 1010.47106    1009.79999        14             NA              NA            NA              NA               NA 1009.79999      1.84301    1.84301       1.81382         101       -1       NA 3.99919
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_053500 20121025_053500 ps       NA         NA       ps      NA        NA      187    NA      NA          0           NA          NA         NA         NA    MPR           1     0     KIPN   28.09 -87.98999      40      40 1010.47106    1009.79999        14             NA              NA            NA              NA               NA 1009.79999      1.84301    1.84301       1.81382         101       -1       NA 3.99919
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_055500 20121025_055500 ps       NA         NA       ps      NA        NA      187    NA      NA          0           NA          NA         NA         NA    MPR           1     0     KIPN   28.09 -87.98999      40      40 1010.4711     1009.40002        14             NA              NA            NA              NA               NA 1009.40002      1.84301    1.84301       1.81382         101       -1       NA 3.99736
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_061500 20121025_061500 ps       NA         NA       ps      NA        NA      187    NA      NA          0           NA          NA         NA         NA    MPR           1     0     KIPN   28.09 -87.98999      40      40 1010.4711     1009.40002        14             NA              NA            NA              NA               NA 1009.40002      1.84301    1.84301       1.81382         101       -1       NA 3.99736
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_063500 20121025_063500 ps       NA         NA       ps      NA        NA      187    NA      NA          0           NA          NA         NA         NA    MPR           1     0     KIPN   28.09 -87.98999      40      40 1010.47105    1009.09998        14             NA              NA            NA              NA               NA 1009.09998      1.84301    1.84301       1.81382         101       -1       NA 3.99086
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_065500 20121025_065500 ps       NA         NA       ps      NA        NA      187    NA      NA          0           NA          NA         NA         NA    MPR           1     0     KIPN   28.09 -87.98999      40      40 1010.47106    1008.79999        14             NA              NA            NA              NA               NA 1008.79999      1.84301    1.84301       1.81382         101       -1       NA 3.95731
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_071500 20121025_071500 ps       NA         NA       ps      NA        NA      187    NA      NA          0           NA          NA         NA         NA    MPR           1     0     KIPN   28.09 -87.98999      40      40 1010.47106    1008.79999        14             NA              NA            NA              NA               NA 1008.79999      1.84301    1.84301       1.81382         101       -1       NA 3.95731
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_071500 20121025_071500 ps       NA         NA       ps      NA        NA      187    NA      NA          0           NA          NA         NA         NA    MPR           1     0     KGBK   27.2  -92.20001      54      54 1007.05071    1006.40002        14             NA              NA            NA              NA               NA 1006.40002      1.84301    1.84301       1.78213         101       -1       NA 3.99923
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_043500 20121025_043500 ps       NA         NA       ps      NA        NA      187    NA      NA          0           NA          NA         NA         NA    MPR           1     0     KVOA   29.23 -87.78         40      40 1011.14703    1011.09998         6             NA              NA            NA              NA               NA 1011.09998      1.84301    1.84301       1.79182         101       -1       NA 3.99962
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_045500 20121025_045500 ps       NA         NA       ps      NA        NA      187    NA      NA          0           NA          NA         NA         NA    MPR           1     0     KVOA   29.23 -87.78         40      40 1011.14704    1010.79999         2             NA              NA            NA              NA               NA 1010.79999      1.84301    1.84301       0.65134           0        1       NA 3.99954
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_043500 20121025_043500 ps       NA         NA       ps      NA        NA      187    NA      NA          0           NA          NA         NA         NA    MPR           1     0     KMDJ   28.64 -89.79001      20      20 1013.06456    1013.90002        14             NA              NA            NA              NA               NA 1013.90002      1.84301    1.84301       1.82927         101       -1       NA 3.99877
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_045500 20121025_045500 ps       NA         NA       ps      NA        NA      187    NA      NA          0           NA          NA         NA         NA    MPR           1     0     KMDJ   28.64 -89.79001      20      20 1013.06453    1013.5            14             NA              NA            NA              NA               NA 1013.5          1.84301    1.84301       1.82927         101       -1       NA 3.99948
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_051500 20121025_051500 ps       NA         NA       ps      NA        NA      187    NA      NA          0           NA          NA         NA         NA    MPR           1     0     KVOA   29.23 -87.78         40      40 1011.14856    1010.79999         2             NA              NA            NA              NA               NA 1010.79999      1.84301    1.84301       0.64332           0        1       NA 3.99954
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_053500 20121025_053500 ps       NA         NA       ps      NA        NA      187    NA      NA          0           NA          NA         NA         NA    MPR           1     0     KVOA   29.23 -87.78         40      40 1011.141      1010.40002         2             NA              NA            NA              NA               NA 1010.40002      1.84301    1.84301       0.64799           0        1       NA 3.99904
