VERSION MODEL      DESC FCST_LEAD FCST_VALID_BEG  FCST_VALID_END  OBS_LEAD OBS_VALID_BEG   OBS_VALID_END   FCST_VAR FCST_UNITS FCST_LEV OBS_VAR OBS_UNITS OBS_LEV OBTYPE VX_MASK INTERP_MTHD INTERP_PNTS FCST_THRESH OBS_THRESH COV_THRESH ALPHA LINE_TYPE TOTAL INDEX OBS_SID  OBS_LAT OBS_LON   OBS_LVL OBS_ELV FCST          OBS           OBS_QC OBS_CLIMO_MEAN OBS_CLIMO_STDEV OBS_CLIMO_CDF FCST_CLIMO_MEAN FCST_CLIMO_STDEV OBS_PRS    OBS_ERR_IN   OBS_ERR_ADJ   OBS_ERR_FIN   PREP_USE ANLY_USE SETUP_QC QC_WGHT
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_070000 20121025_070000 ps       NA         NA       ps      NA        NA      180    NA      NA          0           NA          NA         NA         NA    MPR           1     0    SAPF1   27.76 -82.63          0       0 1013.3667     1012.5             2             NA              NA            NA              NA               NA 1012.5          1.86442    1.86442       1.09743           0        1       NA 3.99861
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_070000 20121025_070000 ps       NA         NA       ps      NA        NA      180    NA      NA          0           NA          NA         NA         NA    MPR           1     0    CKYF1   29.13 -83.03          0       0 1015.25025    1013.29999         2             NA              NA            NA              NA               NA 1013.29999      1.86442    1.86442       1.10037           0        1       NA 3.73881
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_070000 20121025_070000 ps       NA         NA       ps      NA        NA      180    NA      NA          0           NA          NA         NA         NA    MPR           1     0    APCF1   29.73 -84.98001       0       0 1016.16325    1013.90002         2             NA              NA            NA              NA               NA 1013.90002      1.86442    1.86442       1.09902           0        1       NA 2.36529
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_045000 20121025_045000 ps       NA         NA       ps      NA        NA      180    NA      NA          0           NA          NA         NA         NA    MPR           1     0    43501   27.38 -83.81          0       0 1013.8317     1013               2             NA              NA            NA              NA               NA 1013            1.86442    1.86442       1.86442           0        1       NA 3.99875
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_065000 20121025_065000 ps       NA         NA       ps      NA        NA      180    NA      NA          0           NA          NA         NA         NA    MPR           1     0    42036   28.5  -84.5           0       0 1014.77408    1013.40002         2             NA              NA            NA              NA               NA 1013.40002      1.86442    1.86442       1.10224           0        1       NA 3.99002
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_060000 20121025_060000 ps       NA         NA       ps      NA        NA      180    NA      NA          0           NA          NA         NA         NA    MPR           1     0    GTXF1   29.66 -81.22          0       0 1015.23606    1015               2             NA              NA            NA              NA               NA 1015            1.86442    1.86442       0.52271           0        1       NA 3.99959
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_061500 20121025_061500 ps       NA         NA       ps      NA        NA      180    NA      NA          0           NA          NA         NA         NA    MPR           1     0    GTXF1   29.66 -81.22          0       0 1015.23601    1015               2             NA              NA            NA              NA               NA 1015            1.86442    1.86442       0.52312           0        1       NA 3.99959
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_063000 20121025_063000 ps       NA         NA       ps      NA        NA      180    NA      NA          0           NA          NA         NA         NA    MPR           1     0    GTXF1   29.66 -81.22          0       0 1015.23601    1015               2             NA              NA            NA              NA               NA 1015            1.86442    1.86442       0.52452           0        1       NA 3.99959
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_064500 20121025_064500 ps       NA         NA       ps      NA        NA      180    NA      NA          0           NA          NA         NA         NA    MPR           1     0    GTXF1   29.66 -81.22          0       0 1015.23622    1015               2             NA              NA            NA              NA               NA 1015            1.86442    1.86442       0.5271            0        1       NA 3.99959
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_060000 20121025_060000 ps       NA         NA       ps      NA        NA      180    NA      NA          0           NA          NA         NA         NA    MPR           1     0    APXF1   29.79 -84.88          0       0 1016.22708    1017               2             NA              NA            NA              NA               NA 1017            1.86442    1.86442       0.5219            0        1       NA 3.99894
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_061500 20121025_061500 ps       NA         NA       ps      NA        NA      180    NA      NA          0           NA          NA         NA         NA    MPR           1     0    APXF1   29.79 -84.88          0       0 1016.22717    1016               2             NA              NA            NA              NA               NA 1016            1.86442    1.86442       0.52228           0        1       NA 3.99959
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_063000 20121025_063000 ps       NA         NA       ps      NA        NA      180    NA      NA          0           NA          NA         NA         NA    MPR           1     0    APXF1   29.79 -84.88          0       0 1016.22721    1016               2             NA              NA            NA              NA               NA 1016            1.86442    1.86442       0.52364           0        1       NA 3.99959
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_064500 20121025_064500 ps       NA         NA       ps      NA        NA      180    NA      NA          0           NA          NA         NA         NA    MPR           1     0    APXF1   29.79 -84.88          0       0 1016.2273     1016               2             NA              NA            NA              NA               NA 1016            1.86442    1.86442       0.52591           0        1       NA 3.99959
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_060000 20121025_060000 ps       NA         NA       ps      NA        NA      180    NA      NA          0           NA          NA         NA         NA    MPR           1     0    SAUF1   29.86 -81.26001       0       0 1015.4213     1015.59998         2             NA              NA            NA              NA               NA 1015.59998      1.86442    1.86442       1.08467           0        1       NA 3.9996
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_053000 20121025_053000 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.71 -82.39999      13      13  299.02676     297.14999         2             NA              NA            NA              NA               NA 1012            0.7259     0.64788       0.64788           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_053020 20121025_053020 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.71 -82.39999     113      13  298.40017     297.54999         2             NA              NA            NA              NA               NA 1000            0.71777    0.50717       0.50717           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_053034 20121025_053034 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.71 -82.39999      NA      13  298.4051      297.54999         2             NA              NA            NA              NA               NA  992            0.71402    0.56605       0.56605           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_053104 20121025_053104 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.71 -82.39999      NA      13  298.03974     298.25            2             NA              NA            NA              NA               NA  975            0.70616    0.68277       0.68277           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_053236 20121025_053236 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.7  -82.42001     791      13  295.00474     294.45001         2             NA              NA            NA              NA               NA  925            0.6958     0.50505       0.50505           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_053237 20121025_053237 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.7  -82.42001      NA      13  294.93113     294.25            2             NA              NA            NA              NA               NA  924            0.69583    0.49718       0.49718           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_053311 20121025_053311 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.7  -82.42001      NA      13  293.63084     293.45001         2             NA              NA            NA              NA               NA  906            0.69646    0.69363       0.69363           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_053359 20121025_053359 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.7  -82.42999      NA      13  291.9253      292.35001         2             NA              NA            NA              NA               NA  881            0.70954    0.70954       0.70954           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_053437 20121025_053437 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.7  -82.42999      NA      13  290.69037     291.14999         2             NA              NA            NA              NA               NA  862            0.72289    0.663         0.663             0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_053500 20121025_053500 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.7  -82.44       1515      13  289.94309     290.45001         2             NA              NA            NA              NA               NA  850            0.73158    0.55822       0.55822           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_053516 20121025_053516 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.7  -82.44         NA      13  289.43255     289.85001         2             NA              NA            NA              NA               NA  842            0.74127    0.47323       0.47323           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_053529 20121025_053529 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.7  -82.44         NA      13  289.04643     289.54999         2             NA              NA            NA              NA               NA  836            0.74871    0.38837       0.38837           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_053535 20121025_053535 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.7  -82.44         NA      13  288.84588     289.54999         2             NA              NA            NA              NA               NA  833            0.75249    0.34424       0.34424           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_053543 20121025_053543 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.7  -82.44         NA      13  288.5751      289.45001         2             NA              NA            NA              NA               NA  829            0.75758    0.59632       0.59632           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_053626 20121025_053626 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.7  -82.44         NA      13  287.13086     287.75            2             NA              NA            NA              NA               NA  808            0.7855     0.74527       0.74527           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_053654 20121025_053654 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.7  -82.45001      NA      13  286.20845     286.64999         2             NA              NA            NA              NA               NA  795            0.80431    0.66188       0.66188           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_053713 20121025_053713 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.7  -82.45001      NA      13  285.56426     285.95001         2             NA              NA            NA              NA               NA  786            0.81841    0.5461        0.5461            0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_053723 20121025_053723 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.7  -82.45001      NA      13  285.24592     285.64999         2             NA              NA            NA              NA               NA  781            0.82646    0.58954       0.58954           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_053747 20121025_053747 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.7  -82.45001      NA      13  284.55405     284.85001         2             NA              NA            NA              NA               NA  770            0.84474    0.77873       0.77873           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_053851 20121025_053851 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.7  -82.45999      NA      13  282.96803     282.95001         2             NA              NA            NA              NA               NA  741            0.89379    0.71051       0.71051           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_053900 20121025_053900 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.7  -82.45999      NA      13  282.77614     283.14999         2             NA              NA            NA              NA               NA  737            0.9        0.36547       0.36547           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_053902 20121025_053902 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.7  -82.45999      NA      13  282.72802     282.95001         2             NA              NA            NA              NA               NA  736            0.90157    0.32746       0.32746           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_053909 20121025_053909 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.7  -82.45999      NA      13  282.58322     281.75            2             NA              NA            NA              NA               NA  733            0.9063     0.40316       0.40316           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_053916 20121025_053916 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.7  -82.45999      NA      13  282.43783     281.54999         2             NA              NA            NA              NA               NA  730            0.91108    0.33091       0.33091           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_053918 20121025_053918 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.7  -82.45999      NA      13  282.38924     283.14999         2             NA              NA            NA              NA               NA  729            0.91268    0.28708       0.28708           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_053922 20121025_053922 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.7  -82.45999      NA      13  282.29288     283.35001         2             NA              NA            NA              NA               NA  727            0.91591    0.68741       0.68741           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_054025 20121025_054025 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.7  -82.45999    3138      13  281.10559     282.25            2             NA              NA            NA              NA               NA  700            0.96182    0.96182       0.96182           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_054147 20121025_054147 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.7  -82.47         NA      13  279.21204     280.35001         2             NA              NA            NA              NA               NA  666            1.00079    1.00079       1.00079           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_054410 20121025_054410 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.7  -82.48001      NA      13  275.04438     274.35001         2             NA              NA            NA              NA               NA  610            1.04812    1.04812       1.04812           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_054539 20121025_054539 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.7  -82.48001      NA      13  272.6343      273.04999         2             NA              NA            NA              NA               NA  577            1.06506    1.06506       1.06506           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_054721 20121025_054721 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.69 -82.48999      NA      13  269.3612      269.85001         2             NA              NA            NA              NA               NA  541            1.07914    1.07914       1.07914           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_054923 20121025_054923 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.68 -82.5        5830      13  264.55758     264.45001         2             NA              NA            NA              NA               NA  500            1.09035    1.09035       1.09035           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_055128 20121025_055128 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.67 -82.51001      NA      13  259.50575     259.04999         2             NA              NA            NA              NA               NA  461            1.09117    1.09117       1.09117           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_055303 20121025_055303 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.67 -82.51999      NA      13  255.91164     256.25            2             NA              NA            NA              NA               NA  433            1.08384    1.08384       1.08384           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_055501 20121025_055501 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.66 -82.51999    7520      13  251.62864     251.25            2             NA              NA            NA              NA               NA  400            1.06945    1.06945       1.06945           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_055620 20121025_055620 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.66 -82.51999      NA      13  248.77121     247.64999         2             NA              NA            NA              NA               NA  379            1.04623    1.04623       1.04623           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_055852 20121025_055852 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.66 -82.51999      NA      13  243.2306      243.45            2             NA              NA            NA              NA               NA  341            1.00015    0.83251       0.83251           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_055918 20121025_055918 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.66 -82.51999      NA      13  242.32272     243.45            2             NA              NA            NA              NA               NA  335            0.99       0.82406       0.82406           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_060045 20121025_060045 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.67 -82.51999      NA      13  239.19854     240.25            2             NA              NA            NA              NA               NA  315            0.95761    0.8765        0.8765            0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_060130 20121025_060130 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.68 -82.51001      NA      13  237.61922     240.05            2             NA              NA            NA              NA               NA  305            0.94219    0.67066       0.67066           0        1        0 3.99999
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_060153 20121025_060153 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.69 -82.51001    9580      13  236.80173     239.25            2             NA              NA            NA              NA               NA  300            0.93467    0.51534       0.51534           0        1        0 3.99999
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_060212 20121025_060212 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.69 -82.51001      NA      13  236.14146     238.64999         2             NA              NA            NA              NA               NA  296            0.92692    0.7387        0.7387            0        1        0 3.99999
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_060603 20121025_060603 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.75 -82.5       10830      13  227.51858     228.85001         2             NA              NA            NA              NA               NA  250            0.84631    0.76007       0.76007           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_060647 20121025_060647 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.76 -82.5          NA      13  226.43066     227.05            2             NA              NA            NA              NA               NA  242            0.83449    0.71206       0.71206           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_060749 20121025_060749 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.77 -82.48999      NA      13  224.97925     225.45            2             NA              NA            NA              NA               NA  231            0.81877    0.79692       0.79692           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_060954 20121025_060954 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.8  -82.48001      NA      13  222.31936     223.85001         2             NA              NA            NA              NA               NA  210            0.79034    0.76741       0.76741           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_061057 20121025_061057 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.81 -82.47      12300      13  220.31459     221.64999         2             NA              NA            NA              NA               NA  200            0.77748    0.75493       0.75493           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_061313 20121025_061313 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.84 -82.44         NA      13  216.1102      218.25            2             NA              NA            NA              NA               NA  180            0.76138    0.76138       0.76138           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_061519 20121025_061519 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.87 -82.41         NA      13  212.52197     213.25            2             NA              NA            NA              NA               NA  163            0.74821    0.6329        0.6329            0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_061550 20121025_061550 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.87 -82.41         NA      13  211.75816     213.45            2             NA              NA            NA              NA               NA  159            0.74518    0.62367       0.62367           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_061701 20121025_061701 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.88 -82.39001   14120      13  209.9477      211.25            2             NA              NA            NA              NA               NA  150            0.73844    0.73289       0.73289           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_061826 20121025_061826 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.89 -82.38         NA      13  208.02381     209.25            2             NA              NA            NA              NA               NA  140            0.7353     0.7353        0.7353            0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_062053 20121025_062053 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.91 -82.35001      NA      13  204.66886     203.05            2             NA              NA            NA              NA               NA  124            0.73034    0.73034       0.73034           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_062212 20121025_062212 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.92 -82.32999      NA      13  202.81165     201.05            2             NA              NA            NA              NA               NA  116            0.72788    0.61493       0.61493           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_062243 20121025_062243 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.92 -82.32999      NA      13  202.15006     201.25            2             NA              NA            NA              NA               NA  113            0.72696    0.4753        0.4753            0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_062314 20121025_062314 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.92 -82.32001      NA      13  201.4659      200.45            2             NA              NA            NA              NA               NA  110            0.72605    0.61515       0.61515           0        1        0 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_062505 20121025_062505 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.92 -82.31      16540      13  199.40706     197.64999         2             NA              NA            NA              NA               NA  100            0.72301    0.67649       0.67649           0        1        1 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_062602 20121025_062602 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.92 -82.29999      NA      13  198.83652     200.64999         2             NA              NA            NA              NA               NA   95.3          0.723      0.4995        0.4995            0        1        1 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_062646 20121025_062646 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.93 -82.29999      NA      13  198.4037      201.05            2             NA              NA            NA              NA               NA   91.8          0.723      0.54042       0.54042           0        1        1 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_062917 20121025_062917 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.94 -82.29001      NA      13  198.61172     196.64999         2             NA              NA            NA              NA               NA   80.6          0.72297    0.49259       0.49259           0        1        1 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_062942 20121025_062942 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.94 -82.29001      NA      13  198.71684     196.64999         2             NA              NA            NA              NA               NA   78.9          0.72297    0.35863       0.35863           0        1        1 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_063008 20121025_063008 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.94 -82.28         NA      13  199.05478     198.85001         2             NA              NA            NA              NA               NA   77.1          0.72297    0.49819       0.49819           0        1        1 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_063123 20121025_063123 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.94 -82.28         NA      13  199.96527     197.05            2             NA              NA            NA              NA               NA   72.3          0.72465    0.5244        0.5244            0        1        1 3.99999
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_063159 20121025_063159 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.94 -82.26999   18610      13  200.44673     199.25            2             NA              NA            NA              NA               NA   70            0.72609    0.40366       0.40366           0        1        1 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_063226 20121025_063226 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.94 -82.26999      NA      13  200.78531     199.25            2             NA              NA            NA              NA               NA   68.4          0.7271     0.32739       0.32739           0        1        1 4
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_063242 20121025_063242 t        NA         NA       t       NA        NA      120    NA      NA          0           NA          NA         NA         NA    MPR           1     0    72210   27.93 -82.26999      NA      13  200.99893     201.64999         2             NA              NA            NA              NA               NA   67.5          0.72766    0.47225       0.47225           0        1        1 4
