VERSION MODEL DESC FCST_LEAD FCST_VALID_BEG  FCST_VALID_END  OBS_LEAD OBS_VALID_BEG   OBS_VALID_END   FCST_VAR FCST_UNITS FCST_LEV OBS_VAR OBS_UNITS OBS_LEV OBTYPE VX_MASK INTERP_MTHD INTERP_PNTS FCST_THRESH OBS_THRESH COV_THRESH ALPHA LINE_TYPE TOTAL INDEX OBS_SID OBS_LAT OBS_LON   OBS_LVL OBS_ELV       FCST      OBS       OBS_QC OBS_CLIMO_MEAN OBS_CLIMO_STDEV OBS_CLIMO_CDF FCST_CLIMO_MEAN FCST_CLIMO_STDEV CHAN_USE SCAN_POS SAT_ZNTH SAT_AZMTH SUN_ZNTH  SUN_AZMTH SUN_GLNT FRAC_WTR  FRAC_LND   FRAC_ICE FRAC_SNW SFC_TWTR  SFC_TLND  SFC_TICE SFC_TSNW TSOIL     SOILM   LAND_TYPE FRAC_VEG SNW_DPTH SFC_WIND CLD_LWC   TC_PWAT     TFND      TWARM     TCOOL     TZFND     OBS_ERR  FCST_NOBC SFC_EMIS STABILITY   PRS_MAX_WGT
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071044 20121025_071044 TB_03    NA         NA       TB_03   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA  9.6538 -65.32971      NA   53.68664    283.79182 278.89999      3             NA              NA            NA              NA               NA        1       23    28.61     98.39 134.49001     97.75        0 0         1                 0        0 295.85394 295.85394      280      280 299.5936  0.31109         6 0.84128         0  2.26869 0          0.47636    282.13    279.73999 278.89999 271.88    0        282.60335  0.95322  0.017817            NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071044 20121025_071044 TB_04    NA         NA       TB_04   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA  9.6538 -65.32971      NA   53.68664    272.49402 271.88         0             NA              NA            NA              NA               NA        1       23    28.61     98.39 134.49001     97.75        0 0         1                 0        0 295.85394 295.85394      280      280 299.5936  0.31109         6 0.84128         0  2.26869 0          0.47636    282.13    279.73999 278.89999 271.88    0.85496  272.95316  0.95397  0.041642            NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071044 20121025_071044 TB_05    NA         NA       TB_05   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA  9.6538 -65.32971      NA   53.68664    258.40342 258.39001      0             NA              NA            NA              NA               NA        1       23    28.61     98.39 134.49001     97.75        0 0         1                 0        0 295.85394 295.85394      280      280 299.5936  0.31109         6 0.84128         0  2.26869 0          0.47636    282.13    279.73999 278.89999 271.88    2.08185  259.19871  0.95095  0.058169            NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071044 20121025_071044 TB_06    NA         NA       TB_06   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA  9.6538 -65.32971      NA   53.68664    238.26163 238.42         0             NA              NA            NA              NA               NA        1       23    28.61     98.39 134.49001     97.75        0 0         1                 0        0 295.85394 295.85394      280      280 299.5936  0.31109         6 0.84128         0  2.26869 0          0.47636    282.13    279.73999 278.89999 271.88    3.06292  239.70727  0.95118  0.072064            NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071044 20121025_071044 TB_07    NA         NA       TB_07   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA  9.6538 -65.32971      NA   53.68664    223.15996 223.32001      0             NA              NA            NA              NA               NA        1       23    28.61     98.39 134.49001     97.75        0 0         1                 0        0 295.85394 295.85394      280      280 299.5936  0.31109         6 0.84128         0  2.26869 0          0.47636    282.13    279.73999 278.89999 271.88    3.06609  225.21236  0.95455  0.067565            NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071044 20121025_071044 TB_08    NA         NA       TB_08   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA  9.6538 -65.32971      NA   53.68664    211.92465 212.17999      0             NA              NA            NA              NA               NA        1       23    28.61     98.39 134.49001     97.75        0 0         1                 0        0 295.85394 295.85394      280      280 299.5936  0.31109         6 0.84128         0  2.26869 0          0.47636    282.13    279.73999 278.89999 271.88    2.81795  213.06363  0.95148  0.051424            NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071044 20121025_071044 TB_09    NA         NA       TB_09   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA  9.6538 -65.32971      NA   53.68664    201.60647 201.78         0             NA              NA            NA              NA               NA       -1       23    28.61     98.39 134.49001     97.75        0 0         1                 0        0 295.85394 295.85394      280      280 299.5936  0.31109         6 0.84128         0  2.26869 0          0.47636    282.13    279.73999 278.89999 271.88    2.79993  202.88047  0.95194 -0.018586            NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071044 20121025_071044 TB_10    NA         NA       TB_10   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA  9.6538 -65.32971      NA   53.68664    208.78901 208.55         0             NA              NA            NA              NA               NA        1       23    28.61     98.39 134.49001     97.75        0 0         1                 0        0 295.85394 295.85394      280      280 299.5936  0.31109         6 0.84128         0  2.26869 0          0.47636    282.13    279.73999 278.89999 271.88    1.95086  209.83923  0.95194 -0.045704            NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071044 20121025_071044 TB_11    NA         NA       TB_11   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA  9.6538 -65.32971      NA   53.68664    219.86622 220.02         0             NA              NA            NA              NA               NA        1       23    28.61     98.39 134.49001     97.75        0 0         1                 0        0 295.85394 295.85394      280      280 299.5936  0.31109         6 0.84128         0  2.26869 0          0.47636    282.13    279.73999 278.89999 271.88    1.53267  220.95388  0.95194 -0.044131            NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071044 20121025_071044 TB_12    NA         NA       TB_12   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA  9.6538 -65.32971      NA   53.68664    228.00217 231.99001      3             NA              NA            NA              NA               NA        1       23    28.61     98.39 134.49001     97.75        0 0         1                 0        0 295.85394 295.85394      280      280 299.5936  0.31109         6 0.84128         0  2.26869 0          0.47636    282.13    279.73999 278.89999 271.88    0        228.3755   0.95194 -0.01687             NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071044 20121025_071044 TB_13    NA         NA       TB_13   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA  9.6538 -65.32971      NA   53.68664    230.31676 244.13         3             NA              NA            NA              NA               NA        1       23    28.61     98.39 134.49001     97.75        0 0         1                 0        0 295.85394 295.85394      280      280 299.5936  0.31109         6 0.84128         0  2.26869 0          0.47636    282.13    279.73999 278.89999 271.88    0        230.12076  0.95194 -0.002305            NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071044 20121025_071044 TB_14    NA         NA       TB_14   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA  9.6538 -65.32971      NA   53.68664    231.81616 254.38         3             NA              NA            NA              NA               NA       -1       23    28.61     98.39 134.49001     97.75        0 0         1                 0        0 295.85394 295.85394      280      280 299.5936  0.31109         6 0.84128         0  2.26869 0          0.47636    282.13    279.73999 278.89999 271.88    0        230.28716  0.95194 -0.00015913          NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071044 20121025_071044 TB_15    NA         NA       TB_15   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA  9.6538 -65.32971      NA   53.68664    289.33753 285.32001      0             NA              NA            NA              NA               NA        1       23    28.61     98.39 134.49001     97.75        0 0         1                 0        0 295.85394 295.85394      280      280 299.5936  0.31109         6 0.84128         0  2.26869 0          0.47636    282.13    279.73999 278.89999 271.88    0.21882  287.56147  0.95     0.012008            NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071037 20121025_071037 TB_01    NA         NA       TB_01   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA 10.5796 -68.84259      NA  308.88986    278.35813 278.87        50             NA              NA            NA              NA               NA        1       28    48.86     97.82 138.07001     96.63        0 0.07907   0.92093           0        0 301.72629 294.62216      280      280 298.3439  0.32287         8 0.79109         0  1.35422 0          0.72321    278.87    275.57999 274.70999 265.98999 0        280.24953  0.91301  0.010948            NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071037 20121025_071037 TB_02    NA         NA       TB_02   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA 10.5796 -68.84259      NA  308.88986    274.0161  275.57999     50             NA              NA            NA              NA               NA        1       28    48.86     97.82 138.07001     96.63        0 0.07907   0.92093           0        0 301.72629 294.62216      280      280 298.3439  0.32287         8 0.79109         0  1.35422 0          0.72321    278.87    275.57999 274.70999 265.98999 0        275.17038  0.91092  0.0047795           NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071037 20121025_071037 TB_03    NA         NA       TB_03   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA 10.5796 -68.84259      NA  308.88986    275.20311 274.70999     50             NA              NA            NA              NA               NA        1       28    48.86     97.82 138.07001     96.63        0 0.07907   0.92093           0        0 301.72629 294.62216      280      280 298.3439  0.32287         8 0.79109         0  1.35422 0          0.72321    278.87    275.57999 274.70999 265.98999 0        276.8524   0.9032   0.022082            NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071037 20121025_071037 TB_04    NA         NA       TB_04   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA 10.5796 -68.84259      NA  308.88986    264.90518 265.98999     50             NA              NA            NA              NA               NA        1       28    48.86     97.82 138.07001     96.63        0 0.07907   0.92093           0        0 301.72629 294.62216      280      280 298.3439  0.32287         8 0.79109         0  1.35422 0          0.72321    278.87    275.57999 274.70999 265.98999 0        267.29099  0.90199  0.048193            NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071037 20121025_071037 TB_05    NA         NA       TB_05   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA 10.5796 -68.84259      NA  308.88986    250.0641  250.31        50             NA              NA            NA              NA               NA        1       28    48.86     97.82 138.07001     96.63        0 0.07907   0.92093           0        0 301.72629 294.62216      280      280 298.3439  0.32287         8 0.79109         0  1.35422 0          0.72321    278.87    275.57999 274.70999 265.98999 0        252.12579  0.89908  0.062858            NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071037 20121025_071037 TB_06    NA         NA       TB_06   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA 10.5796 -68.84259      NA  308.88986    230.34999 230.88        50             NA              NA            NA              NA               NA        1       28    48.86     97.82 138.07001     96.63        0 0.07907   0.92093           0        0 301.72629 294.62216      280      280 298.3439  0.32287         8 0.79109         0  1.35422 0          0.72321    278.87    275.57999 274.70999 265.98999 0        232.47351  0.89868  0.070527            NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071037 20121025_071037 TB_07    NA         NA       TB_07   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA 10.5796 -68.84259      NA  308.88986    216.63692 216.67         0             NA              NA            NA              NA               NA        1       28    48.86     97.82 138.07001     96.63        0 0.07907   0.92093           0        0 301.72629 294.62216      280      280 298.3439  0.32287         8 0.79109         0  1.35422 0          0.72321    278.87    275.57999 274.70999 265.98999 3.06356  219.19708  0.90092  0.058807            NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071037 20121025_071037 TB_08    NA         NA       TB_08   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA 10.5796 -68.84259      NA  308.88986    207.20817 206.92         0             NA              NA            NA              NA               NA        1       28    48.86     97.82 138.07001     96.63        0 0.07907   0.92093           0        0 301.72629 294.62216      280      280 298.3439  0.32287         8 0.79109         0  1.35422 0          0.72321    278.87    275.57999 274.70999 265.98999 2.81465  209.2886   0.89812  0.036114            NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071037 20121025_071037 TB_09    NA         NA       TB_09   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA 10.5796 -68.84259      NA  308.88986    202.7813  202.31         0             NA              NA            NA              NA               NA       -1       28    48.86     97.82 138.07001     96.63        0 0.07907   0.92093           0        0 301.72629 294.62216      280      280 298.3439  0.32287         8 0.79109         0  1.35422 0          0.72321    278.87    275.57999 274.70999 265.98999 2.79088  204.6073   0.8972  -0.030879            NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071037 20121025_071037 TB_10    NA         NA       TB_10   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA 10.5796 -68.84259      NA  308.88986    211.1075  210.56         0             NA              NA            NA              NA               NA        1       28    48.86     97.82 138.07001     96.63        0 0.07907   0.92093           0        0 301.72629 294.62216      280      280 298.3439  0.32287         8 0.79109         0  1.35422 0          0.72321    278.87    275.57999 274.70999 265.98999 1.9293   212.66076  0.8972  -0.048454            NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071037 20121025_071037 TB_11    NA         NA       TB_11   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA 10.5796 -68.84259      NA  308.88986    221.86771 221.96001      0             NA              NA            NA              NA               NA        1       28    48.86     97.82 138.07001     96.63        0 0.07907   0.92093           0        0 301.72629 294.62216      280      280 298.3439  0.32287         8 0.79109         0  1.35422 0          0.72321    278.87    275.57999 274.70999 265.98999 1.46655  223.27455  0.8972  -0.039215            NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071037 20121025_071037 TB_12    NA         NA       TB_12   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA 10.5796 -68.84259      NA  308.88986    227.95652 234.34         3             NA              NA            NA              NA               NA        1       28    48.86     97.82 138.07001     96.63        0 0.07907   0.92093           0        0 301.72629 294.62216      280      280 298.3439  0.32287         8 0.79109         0  1.35422 0          0.72321    278.87    275.57999 274.70999 265.98999 0        228.90789  0.8972  -0.011166            NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071037 20121025_071037 TB_13    NA         NA       TB_13   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA 10.5796 -68.84259      NA  308.88986    229.39417 245.62         3             NA              NA            NA              NA               NA        1       28    48.86     97.82 138.07001     96.63        0 0.07907   0.92093           0        0 301.72629 294.62216      280      280 298.3439  0.32287         8 0.79109         0  1.35422 0          0.72321    278.87    275.57999 274.70999 265.98999 0        229.69517  0.8972  -0.00091432          NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071037 20121025_071037 TB_14    NA         NA       TB_14   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA 10.5796 -68.84259      NA  308.88986    230.83335 254.56         3             NA              NA            NA              NA               NA       -1       28    48.86     97.82 138.07001     96.63        0 0.07907   0.92093           0        0 301.72629 294.62216      280      280 298.3439  0.32287         8 0.79109         0  1.35422 0          0.72321    278.87    275.57999 274.70999 265.98999 0        229.71836  0.8972  -2.9104e-05          NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071037 20121025_071037 TB_15    NA         NA       TB_15   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA 10.5796 -68.84259      NA  308.88986    286.43622 284.01001     50             NA              NA            NA              NA               NA        1       28    48.86     97.82 138.07001     96.63        0 0.07907   0.92093           0        0 301.72629 294.62216      280      280 298.3439  0.32287         8 0.79109         0  1.35422 0          0.72321    278.87    275.57999 274.70999 265.98999 0        284.81058  0.92061  0.015462            NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071037 20121025_071037 TB_01    NA         NA       TB_01   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA 10.4673 -67.94641      NA  336.15726    248.4753  260.25        51             NA              NA            NA              NA               NA        1       27    44.64     97.97 137.17999     96.8         0 0.47901   0.52099           0        0 301.26245 294.12781      280      280 296.76001 0.34623         6 0.69943         0  1.26499 0          0.50736    260.25    246.86    262.03    265.64999 0        250.45153  0.69835  0.0098571           NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071037 20121025_071037 TB_02    NA         NA       TB_02   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA 10.4673 -67.94641      NA  336.15726    231.9656  246.86        51             NA              NA            NA              NA               NA        1       27    44.64     97.97 137.17999     96.8         0 0.47901   0.52099           0        0 301.26245 294.12781      280      280 296.76001 0.34623         6 0.69943         0  1.26499 0          0.50736    260.25    246.86    262.03    265.64999 0        233.31279  0.71099  0.0044264           NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071037 20121025_071037 TB_03    NA         NA       TB_03   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA 10.4673 -67.94641      NA  336.15726    262.34098 262.03        51             NA              NA            NA              NA               NA        1       27    44.64     97.97 137.17999     96.8         0 0.47901   0.52099           0        0 301.26245 294.12781      280      280 296.76001 0.34623         6 0.69943         0  1.26499 0          0.50736    260.25    246.86    262.03    265.64999 0        263.32462  0.7379   0.020955            NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071037 20121025_071037 TB_04    NA         NA       TB_04   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA 10.4673 -67.94641      NA  336.15726    264.95903 265.64999     51             NA              NA            NA              NA               NA        1       27    44.64     97.97 137.17999     96.8         0 0.47901   0.52099           0        0 301.26245 294.12781      280      280 296.76001 0.34623         6 0.69943         0  1.26499 0          0.50736    260.25    246.86    262.03    265.64999 0        266.95512  0.741    0.046572            NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071037 20121025_071037 TB_05    NA         NA       TB_05   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA 10.4673 -67.94641      NA  336.15726    252.03612 252.25        51             NA              NA            NA              NA               NA        1       27    44.64     97.97 137.17999     96.8         0 0.47901   0.52099           0        0 301.26245 294.12781      280      280 296.76001 0.34623         6 0.69943         0  1.26499 0          0.50736    260.25    246.86    262.03    265.64999 0        253.89085  0.71593  0.06176             NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071037 20121025_071037 TB_06    NA         NA       TB_06   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA 10.4673 -67.94641      NA  336.15726    232.27418 232.64         0             NA              NA            NA              NA               NA        1       27    44.64     97.97 137.17999     96.8         0 0.47901   0.52099           0        0 301.26245 294.12781      280      280 296.76001 0.34623         6 0.69943         0  1.26499 0          0.50736    260.25    246.86    262.03    265.64999 3.0626   234.37031  0.71688  0.071122            NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071037 20121025_071037 TB_07    NA         NA       TB_07   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA 10.4673 -67.94641      NA  336.15726    218.16632 218.46001      0             NA              NA            NA              NA               NA        1       27    44.64     97.97 137.17999     96.8         0 0.47901   0.52099           0        0 301.26245 294.12781      280      280 296.76001 0.34623         6 0.69943         0  1.26499 0          0.50736    260.25    246.86    262.03    265.64999 3.06431  220.70837  0.74358  0.061381            NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071037 20121025_071037 TB_08    NA         NA       TB_08   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA 10.4673 -67.94641      NA  336.15726    208.26045 208.27         0             NA              NA            NA              NA               NA        1       27    44.64     97.97 137.17999     96.8         0 0.47901   0.52099           0        0 301.26245 294.12781      280      280 296.76001 0.34623         6 0.69943         0  1.26499 0          0.50736    260.25    246.86    262.03    265.64999 2.81564  210.1653   0.71815  0.040394            NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071037 20121025_071037 TB_09    NA         NA       TB_09   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA 10.4673 -67.94641      NA  336.15726    202.34083 202.02         0             NA              NA            NA              NA               NA       -1       27    44.64     97.97 137.17999     96.8         0 0.47901   0.52099           0        0 301.26245 294.12781      280      280 296.76001 0.34623         6 0.69943         0  1.26499 0          0.50736    260.25    246.86    262.03    265.64999 2.79368  204.06083  0.72019 -0.027923            NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071037 20121025_071037 TB_10    NA         NA       TB_10   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA 10.4673 -67.94641      NA  336.15726    210.43604 210.12         0             NA              NA            NA              NA               NA        1       27    44.64     97.97 137.17999     96.8         0 0.47901   0.52099           0        0 301.26245 294.12781      280      280 296.76001 0.34623         6 0.69943         0  1.26499 0          0.50736    260.25    246.86    262.03    265.64999 1.93595  211.87569  0.72019 -0.048552            NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071037 20121025_071037 TB_11    NA         NA       TB_11   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA 10.4673 -67.94641      NA  336.15726    221.54983 221.55         0             NA              NA            NA              NA               NA        1       27    44.64     97.97 137.17999     96.8         0 0.47901   0.52099           0        0 301.26245 294.12781      280      280 296.76001 0.34623         6 0.69943         0  1.26499 0          0.50736    260.25    246.86    262.03    265.64999 1.48657  222.92876  0.72019 -0.041606            NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071037 20121025_071037 TB_12    NA         NA       TB_12   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA 10.4673 -67.94641      NA  336.15726    228.42042 233.53999      3             NA              NA            NA              NA               NA        1       27    44.64     97.97 137.17999     96.8         0 0.47901   0.52099           0        0 301.26245 294.12781      280      280 296.76001 0.34623         6 0.69943         0  1.26499 0          0.50736    260.25    246.86    262.03    265.64999 0        229.20972  0.72019 -0.012278            NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071037 20121025_071037 TB_13    NA         NA       TB_13   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA 10.4673 -67.94641      NA  336.15726    230.05717 245.62         3             NA              NA            NA              NA               NA        1       27    44.64     97.97 137.17999     96.8         0 0.47901   0.52099           0        0 301.26245 294.12781      280      280 296.76001 0.34623         6 0.69943         0  1.26499 0          0.50736    260.25    246.86    262.03    265.64999 0        230.22117  0.72019 -0.0011223           NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071037 20121025_071037 TB_14    NA         NA       TB_14   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA 10.4673 -67.94641      NA  336.15726    231.49074 255.27         3             NA              NA            NA              NA               NA       -1       27    44.64     97.97 137.17999     96.8         0 0.47901   0.52099           0        0 301.26245 294.12781      280      280 296.76001 0.34623         6 0.69943         0  1.26499 0          0.50736    260.25    246.86    262.03    265.64999 0        230.26974  0.72019 -4.4902e-05          NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071037 20121025_071037 TB_15    NA         NA       TB_15   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA 10.4673 -67.94641      NA  336.15726    275.58815 273.04999     51             NA              NA            NA              NA               NA        1       27    44.64     97.97 137.17999     96.8         0 0.47901   0.52099           0        0 301.26245 294.12781      280      280 296.76001 0.34623         6 0.69943         0  1.26499 0          0.50736    260.25    246.86    262.03    265.64999 0        273.86875  0.77583  0.014306            NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071037 20121025_071037 TB_01    NA         NA       TB_01   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA 10.3679 -67.15961      NA  603.10156    254.56507 267.17999     50             NA              NA            NA              NA               NA        1       26    40.52     98.1  136.39999     96.95        0 0.27755   0.72245           0        0 301.59247 294.47055      280      280 296.53616 0.35821         6 0.71968         0  5.09474 0          0.95659    267.17999 259.59    266.03    267.16    0        256.57891  0.79409  0.0067026           NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071037 20121025_071037 TB_02    NA         NA       TB_02   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA 10.3679 -67.15961      NA  603.10156    246.84558 259.59        50             NA              NA            NA              NA               NA        1       26    40.52     98.1  136.39999     96.95        0 0.27755   0.72245           0        0 301.59247 294.47055      280      280 296.53616 0.35821         6 0.71968         0  5.09474 0          0.95659    267.17999 259.59    266.03    267.16    0        248.32926  0.80448  0.0029266           NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071037 20121025_071037 TB_03    NA         NA       TB_03   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA 10.3679 -67.15961      NA  603.10156    265.70246 266.03        50             NA              NA            NA              NA               NA        1       26    40.52     98.1  136.39999     96.95        0 0.27755   0.72245           0        0 301.59247 294.47055      280      280 296.53616 0.35821         6 0.71968         0  5.09474 0          0.95659    267.17999 259.59    266.03    267.16    0        265.94526  0.82477  0.016713            NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071037 20121025_071037 TB_04    NA         NA       TB_04   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA 10.3679 -67.15961      NA  603.10156    265.76969 267.16        50             NA              NA            NA              NA               NA        1       26    40.52     98.1  136.39999     96.95        0 0.27755   0.72245           0        0 301.59247 294.47055      280      280 296.53616 0.35821         6 0.71968         0  5.09474 0          0.95659    267.17999 259.59    266.03    267.16    0        267.21604  0.82698  0.040402            NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071037 20121025_071037 TB_05    NA         NA       TB_05   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA 10.3679 -67.15961      NA  603.10156    253.70622 254.2         50             NA              NA            NA              NA               NA        1       26    40.52     98.1  136.39999     96.95        0 0.27755   0.72245           0        0 301.59247 294.47055      280      280 296.53616 0.35821         6 0.71968         0  5.09474 0          0.95659    267.17999 259.59    266.03    267.16    0        255.14699  0.80841  0.056355            NA
V12.0.0 GSI   NA   000000    20121025_060000 20121025_060000 000000   20121025_071037 20121025_071037 TB_06    NA         NA       TB_06   NA        NA      NA     NA      NA          0           NA          NA         NA         NA    MPR           1     0      NA 10.3679 -67.15961      NA  603.10156    234.16786 234.83        50             NA              NA            NA              NA               NA        1       26    40.52     98.1  136.39999     96.95        0 0.27755   0.72245           0        0 301.59247 294.47055      280      280 296.53616 0.35821         6 0.71968         0  5.09474 0          0.95659    267.17999 259.59    266.03    267.16    0        235.92065  0.80909  0.068117            NA
