VERSION MODEL DESC FCST_LEAD FCST_VALID_BEG  FCST_VALID_END  OBS_LEAD OBS_VALID_BEG   OBS_VALID_END   FCST_VAR            FCST_UNITS FCST_LEV OBS_VAR OBS_UNITS OBS_LEV OBTYPE VX_MASK   INTERP_MTHD INTERP_PNTS FCST_THRESH OBS_THRESH COV_THRESH ALPHA LINE_TYPE TOTAL N_THRESH BASER    BASER_NCL  BASER_NCU RELIABILITY RESOLUTION UNCERTAINTY ROC_AUC  BRIER    BRIER_NCL   BRIER_NCU BRIERCL BRIERCL_NCL BRIERCL_NCU BSS BSS_SMPL  THRESH_1 THRESH_2 THRESH_3 THRESH_4 THRESH_5
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>2.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1804 NEAREST     1           ==0.25000   >2.0       NA         0.05  PSTD         79        5 0        0          0.046371    0.015625    0           0        NA       0.015625 -0.0093314   0.040581      NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>0)     kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1804 HIRA_SQUARE 4           ==0.25000   >0         NA         0.05  PSTD         79        5 0        0          0.046371    0.025119    0           0        NA       0.025119  0.0043487   0.045889      NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>0.1)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1804 HIRA_SQUARE 4           ==0.25000   >0.1       NA         0.05  PSTD         79        5 0        0          0.046371    0.01879     0           0        NA       0.01879  -0.0047784   0.042358      NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>0.25)  kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1804 HIRA_SQUARE 4           ==0.25000   >0.25      NA         0.05  PSTD         79        5 0        0          0.046371    0.017207    0           0        NA       0.017207 -0.0070551   0.04147       NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>0.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1804 HIRA_SQUARE 4           ==0.25000   >0.5       NA         0.05  PSTD         79        5 0        0          0.046371    0.015625    0           0        NA       0.015625 -0.0093314   0.040581      NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>1.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1804 HIRA_SQUARE 4           ==0.25000   >1.0       NA         0.05  PSTD         79        5 0        0          0.046371    0.015625    0           0        NA       0.015625 -0.0093314   0.040581      NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>1.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1804 HIRA_SQUARE 4           ==0.25000   >1.5       NA         0.05  PSTD         79        5 0        0          0.046371    0.015625    0           0        NA       0.015625 -0.0093314   0.040581      NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>2.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1804 HIRA_SQUARE 4           ==0.25000   >2.0       NA         0.05  PSTD         79        5 0        0          0.046371    0.015625    0           0        NA       0.015625 -0.0093314   0.040581      NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>0)     kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1805 NEAREST     1           ==0.25000   >0         NA         0.05  PSTD         45        5 0.066667 0.022932   0.17857     0.040625    0.062222    0.062222  1       0.040625 -0.046435    0.12769       NA          NA          NA  NA  0.3471          0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>0.1)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1805 NEAREST     1           ==0.25000   >0.1       NA         0.05  PSTD         45        5 0.066667 0.022932   0.17857     0.040625    0.062222    0.062222  1       0.040625 -0.046435    0.12769       NA          NA          NA  NA  0.3471          0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>0.25)  kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1805 NEAREST     1           ==0.25000   >0.25      NA         0.05  PSTD         45        5 0.066667 0.022932   0.17857     0.040625    0.062222    0.062222  1       0.040625 -0.046435    0.12769       NA          NA          NA  NA  0.3471          0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>0.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1805 NEAREST     1           ==0.25000   >0.5       NA         0.05  PSTD         45        5 0.066667 0.022932   0.17857     0.0034028   0           0.062222  0.5     0.065625 -0.022825    0.15407       NA          NA          NA  NA -0.054688        0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>1.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1805 NEAREST     1           ==0.25000   >1.0       NA         0.05  PSTD         45        5 0.066667 0.022932   0.17857     0.0034028   0           0.062222  0.5     0.065625 -0.022825    0.15407       NA          NA          NA  NA -0.054688        0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>1.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1805 NEAREST     1           ==0.25000   >1.5       NA         0.05  PSTD         45        5 0        0          0.078652    0.015625    0           0        NA       0.015625 -0.028914    0.060164      NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>2.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1805 NEAREST     1           ==0.25000   >2.0       NA         0.05  PSTD         45        5 0        0          0.078652    0.015625    0           0        NA       0.015625 -0.028914    0.060164      NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>0)     kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1805 HIRA_SQUARE 4           ==0.25000   >0         NA         0.05  PSTD         45        5 0.066667 0.022932   0.17857     0.040625    0.062222    0.062222  1       0.040625 -0.046435    0.12769       NA          NA          NA  NA  0.3471          0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>0.1)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1805 HIRA_SQUARE 4           ==0.25000   >0.1       NA         0.05  PSTD         45        5 0.066667 0.022932   0.17857     0.040625    0.062222    0.062222  1       0.040625 -0.046435    0.12769       NA          NA          NA  NA  0.3471          0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>0.25)  kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1805 HIRA_SQUARE 4           ==0.25000   >0.25      NA         0.05  PSTD         45        5 0.066667 0.022932   0.17857     0.040625    0.062222    0.062222  1       0.040625 -0.046435    0.12769       NA          NA          NA  NA  0.3471          0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>0.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1805 HIRA_SQUARE 4           ==0.25000   >0.5       NA         0.05  PSTD         45        5 0.066667 0.022932   0.17857     0.0034028   0           0.062222  0.5     0.065625 -0.022825    0.15407       NA          NA          NA  NA -0.054688        0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>1.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1805 HIRA_SQUARE 4           ==0.25000   >1.0       NA         0.05  PSTD         45        5 0.066667 0.022932   0.17857     0.0034028   0           0.062222  0.5     0.065625 -0.022825    0.15407       NA          NA          NA  NA -0.054688        0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>1.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1805 HIRA_SQUARE 4           ==0.25000   >1.5       NA         0.05  PSTD         45        5 0        0          0.078652    0.015625    0           0        NA       0.015625 -0.028914    0.060164      NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>2.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1805 HIRA_SQUARE 4           ==0.25000   >2.0       NA         0.05  PSTD         45        5 0        0          0.078652    0.015625    0           0        NA       0.015625 -0.028914    0.060164      NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>0)     kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1806 NEAREST     1           ==0.25000   >0         NA         0.05  PSTD         78        5 0        0          0.046938    0.015625    0           0        NA       0.015625 -0.0096597   0.04091       NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>0.1)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1806 NEAREST     1           ==0.25000   >0.1       NA         0.05  PSTD         78        5 0        0          0.046938    0.015625    0           0        NA       0.015625 -0.0096597   0.04091       NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>0.25)  kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1806 NEAREST     1           ==0.25000   >0.25      NA         0.05  PSTD         78        5 0        0          0.046938    0.015625    0           0        NA       0.015625 -0.0096597   0.04091       NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>0.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1806 NEAREST     1           ==0.25000   >0.5       NA         0.05  PSTD         78        5 0        0          0.046938    0.015625    0           0        NA       0.015625 -0.0096597   0.04091       NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>1.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1806 NEAREST     1           ==0.25000   >1.0       NA         0.05  PSTD         78        5 0        0          0.046938    0.015625    0           0        NA       0.015625 -0.0096597   0.04091       NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>1.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1806 NEAREST     1           ==0.25000   >1.5       NA         0.05  PSTD         78        5 0        0          0.046938    0.015625    0           0        NA       0.015625 -0.0096597   0.04091       NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>2.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1806 NEAREST     1           ==0.25000   >2.0       NA         0.05  PSTD         78        5 0        0          0.046938    0.015625    0           0        NA       0.015625 -0.0096597   0.04091       NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>0)     kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1806 HIRA_SQUARE 4           ==0.25000   >0         NA         0.05  PSTD         78        5 0        0          0.046938    0.015625    0           0        NA       0.015625 -0.0096597   0.04091       NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>0.1)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1806 HIRA_SQUARE 4           ==0.25000   >0.1       NA         0.05  PSTD         78        5 0        0          0.046938    0.015625    0           0        NA       0.015625 -0.0096597   0.04091       NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>0.25)  kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1806 HIRA_SQUARE 4           ==0.25000   >0.25      NA         0.05  PSTD         78        5 0        0          0.046938    0.015625    0           0        NA       0.015625 -0.0096597   0.04091       NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>0.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1806 HIRA_SQUARE 4           ==0.25000   >0.5       NA         0.05  PSTD         78        5 0        0          0.046938    0.015625    0           0        NA       0.015625 -0.0096597   0.04091       NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>1.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1806 HIRA_SQUARE 4           ==0.25000   >1.0       NA         0.05  PSTD         78        5 0        0          0.046938    0.015625    0           0        NA       0.015625 -0.0096597   0.04091       NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>1.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1806 HIRA_SQUARE 4           ==0.25000   >1.5       NA         0.05  PSTD         78        5 0        0          0.046938    0.015625    0           0        NA       0.015625 -0.0096597   0.04091       NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>2.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1806 HIRA_SQUARE 4           ==0.25000   >2.0       NA         0.05  PSTD         78        5 0        0          0.046938    0.015625    0           0        NA       0.015625 -0.0096597   0.04091       NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0)     kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP FULL      NEAREST     1           ==0.25000   >0         NA         0.05  PSTD      15480        5 0.30678  0.29957    0.31409     0.02096     0.10906     0.21267   0.89352 0.12457   0.11453     0.13462       NA          NA          NA  NA  0.41424         0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.1)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP FULL      NEAREST     1           ==0.25000   >0.1       NA         0.05  PSTD      15480        5 0.30226  0.29508    0.30954     0.017935    0.11021     0.2109    0.89836 0.11862   0.10871     0.12853       NA          NA          NA  NA  0.43755         0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.25)  kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP FULL      NEAREST     1           ==0.25000   >0.25      NA         0.05  PSTD      15480        5 0.29826  0.2911     0.30551     0.016101    0.11059     0.2093    0.90096 0.11481   0.10502     0.12459       NA          NA          NA  NA  0.45146         0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP FULL      NEAREST     1           ==0.25000   >0.5       NA         0.05  PSTD      15480        5 0.27552  0.26854    0.28261     0.018709    0.10133     0.19961   0.89911 0.11699   0.10779     0.12619       NA          NA          NA  NA  0.4139          0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>1.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP FULL      NEAREST     1           ==0.25000   >1.0       NA         0.05  PSTD      15480        5 0.25982  0.25297    0.26679     0.018442    0.09551     0.19231   0.89887 0.11525   0.10647     0.12402       NA          NA          NA  NA  0.40074         0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>1.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP FULL      NEAREST     1           ==0.25000   >1.5       NA         0.05  PSTD      15480        5 0.24244  0.23576    0.24926     0.02032     0.087866    0.18366   0.89697 0.11612   0.10779     0.12445       NA          NA          NA  NA  0.36777         0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>2.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP FULL      NEAREST     1           ==0.25000   >2.0       NA         0.05  PSTD      15480        5 0.22804  0.22149    0.23471     0.021776    0.081258    0.17604   0.89397 0.11655   0.10859     0.12452       NA          NA          NA  NA  0.3379          0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0)     kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1605 NEAREST     1           ==0.25000   >0         NA         0.05  PSTD        398        5 0        8.5907e-19 0.0095596   0.085663    0           0        NA       0.085663 NA          NA             NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.1)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1605 NEAREST     1           ==0.25000   >0.1       NA         0.05  PSTD        398        5 0        8.5907e-19 0.0095596   0.059595    0           0        NA       0.059595 NA          NA             NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.25)  kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1605 NEAREST     1           ==0.25000   >0.25      NA         0.05  PSTD        398        5 0        8.5907e-19 0.0095596   0.046404    0           0        NA       0.046404 NA          NA             NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1605 NEAREST     1           ==0.25000   >0.5       NA         0.05  PSTD        398        5 0        8.5907e-19 0.0095596   0.033213    0           0        NA       0.033213  0.030294    0.036131      NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>1.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1605 NEAREST     1           ==0.25000   >1.0       NA         0.05  PSTD        398        5 0        8.5907e-19 0.0095596   0.026617    0           0        NA       0.026617  0.02287     0.030365      NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>1.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1605 NEAREST     1           ==0.25000   >1.5       NA         0.05  PSTD        398        5 0        8.5907e-19 0.0095596   0.023477    0           0        NA       0.023477  0.019475    0.027478      NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>2.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1605 NEAREST     1           ==0.25000   >2.0       NA         0.05  PSTD        398        5 0        8.5907e-19 0.0095596   0.02065     0           0        NA       0.02065   0.016473    0.024827      NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0)     kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1803 NEAREST     1           ==0.25000   >0         NA         0.05  PSTD        540        5 0        4.3062e-19 0.0070636   0.015856    0           0        NA       0.015856  0.012489    0.019224      NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.1)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1803 NEAREST     1           ==0.25000   >0.1       NA         0.05  PSTD        540        5 0        4.3062e-19 0.0070636   0.015625    0           0        NA       0.015625  0.012236    0.019014      NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.25)  kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1803 NEAREST     1           ==0.25000   >0.25      NA         0.05  PSTD        540        5 0        4.3062e-19 0.0070636   0.015625    0           0        NA       0.015625  0.012236    0.019014      NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1803 NEAREST     1           ==0.25000   >0.5       NA         0.05  PSTD        540        5 0        4.3062e-19 0.0070636   0.015625    0           0        NA       0.015625  0.012236    0.019014      NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>1.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1803 NEAREST     1           ==0.25000   >1.0       NA         0.05  PSTD        540        5 0        4.3062e-19 0.0070636   0.015625    0           0        NA       0.015625  0.012236    0.019014      NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>1.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1803 NEAREST     1           ==0.25000   >1.5       NA         0.05  PSTD        540        5 0        4.3062e-19 0.0070636   0.015625    0           0        NA       0.015625  0.012236    0.019014      NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>2.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1803 NEAREST     1           ==0.25000   >2.0       NA         0.05  PSTD        540        5 0        4.3062e-19 0.0070636   0.015625    0           0        NA       0.015625  0.012236    0.019014      NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0)     kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1804 NEAREST     1           ==0.25000   >0         NA         0.05  PSTD        503        5 0        0          0.0075792   0.02805     0           0        NA       0.02805   0.025602    0.030498      NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.1)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1804 NEAREST     1           ==0.25000   >0.1       NA         0.05  PSTD        503        5 0        0          0.0075792   0.020347    0           0        NA       0.020347  0.017097    0.023597      NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.25)  kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1804 NEAREST     1           ==0.25000   >0.25      NA         0.05  PSTD        503        5 0        0          0.0075792   0.017613    0           0        NA       0.017613  0.014092    0.021134      NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1804 NEAREST     1           ==0.25000   >0.5       NA         0.05  PSTD        503        5 0        0          0.0075792   0.016371    0           0        NA       0.016371  0.012754    0.019987      NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>1.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1804 NEAREST     1           ==0.25000   >1.0       NA         0.05  PSTD        503        5 0        0          0.0075792   0.015625    0           0        NA       0.015625  0.011967    0.019283      NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>1.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1804 NEAREST     1           ==0.25000   >1.5       NA         0.05  PSTD        503        5 0        0          0.0075792   0.015625    0           0        NA       0.015625  0.011967    0.019283      NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>2.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1804 NEAREST     1           ==0.25000   >2.0       NA         0.05  PSTD        503        5 0        0          0.0075792   0.015625    0           0        NA       0.015625  0.011967    0.019283      NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
