VERSION MODEL DESC FCST_LEAD FCST_VALID_BEG  FCST_VALID_END  OBS_LEAD OBS_VALID_BEG   OBS_VALID_END   FCST_VAR            FCST_UNITS FCST_LEV OBS_VAR OBS_UNITS OBS_LEV OBTYPE VX_MASK   INTERP_MTHD INTERP_PNTS FCST_THRESH OBS_THRESH COV_THRESH ALPHA LINE_TYPE TOTAL N_THRESH THRESH_1 OY_TP_1   ON_TP_1 CALIBRATION_1 REFINEMENT_1 LIKELIHOOD_1 BASER_1  THRESH_2 OY_TP_2   ON_TP_2   CALIBRATION_2 REFINEMENT_2 LIKELIHOOD_2 BASER_2  THRESH_3 OY_TP_3  ON_TP_3   CALIBRATION_3 REFINEMENT_3 LIKELIHOOD_3 BASER_3  THRESH_4 OY_TP_4 ON_TP_4   CALIBRATION_4 REFINEMENT_4 LIKELIHOOD_4 BASER_4  THRESH_5
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>1.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1804 HIRA_SQUARE 4           ==0.25000   >1.5       NA         NA    PJC          79        5        0 0         1            0             1          NA        0            0.25 0         0              NA          0            NA        NA            0.5 0        0              NA          0            NA        NA           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>2.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1804 HIRA_SQUARE 4           ==0.25000   >2.0       NA         NA    PJC          79        5        0 0         1            0             1          NA        0            0.25 0         0              NA          0            NA        NA            0.5 0        0              NA          0            NA        NA           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>0)     kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1805 NEAREST     1           ==0.25000   >0         NA         NA    PJC          45        5        0 0         0.93333      0             0.93333     0        0            0.25 0.066667  0               1          0.066667      1         1            0.5 0        0              NA          0             0        NA           0.75 0       0              NA          0              0       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>0.1)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1805 NEAREST     1           ==0.25000   >0.1       NA         NA    PJC          45        5        0 0         0.93333      0             0.93333     0        0            0.25 0.066667  0               1          0.066667      1         1            0.5 0        0              NA          0             0        NA           0.75 0       0              NA          0              0       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>0.25)  kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1805 NEAREST     1           ==0.25000   >0.25      NA         NA    PJC          45        5        0 0         0.93333      0             0.93333     0        0            0.25 0.066667  0               1          0.066667      1         1            0.5 0        0              NA          0             0        NA           0.75 0       0              NA          0              0       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>0.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1805 NEAREST     1           ==0.25000   >0.5       NA         NA    PJC          45        5        0 0.066667  0.93333      0.066667      1           1        0.066667     0.25 0         0              NA          0             0        NA            0.5 0        0              NA          0             0        NA           0.75 0       0              NA          0              0       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>1.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1805 NEAREST     1           ==0.25000   >1.0       NA         NA    PJC          45        5        0 0.066667  0.93333      0.066667      1           1        0.066667     0.25 0         0              NA          0             0        NA            0.5 0        0              NA          0             0        NA           0.75 0       0              NA          0              0       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>1.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1805 NEAREST     1           ==0.25000   >1.5       NA         NA    PJC          45        5        0 0         1            0             1          NA        0            0.25 0         0              NA          0            NA        NA            0.5 0        0              NA          0            NA        NA           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>2.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1805 NEAREST     1           ==0.25000   >2.0       NA         NA    PJC          45        5        0 0         1            0             1          NA        0            0.25 0         0              NA          0            NA        NA            0.5 0        0              NA          0            NA        NA           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>0)     kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1805 HIRA_SQUARE 4           ==0.25000   >0         NA         NA    PJC          45        5        0 0         0.93333      0             0.93333     0        0            0.25 0.066667  0               1          0.066667      1         1            0.5 0        0              NA          0             0        NA           0.75 0       0              NA          0              0       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>0.1)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1805 HIRA_SQUARE 4           ==0.25000   >0.1       NA         NA    PJC          45        5        0 0         0.93333      0             0.93333     0        0            0.25 0.066667  0               1          0.066667      1         1            0.5 0        0              NA          0             0        NA           0.75 0       0              NA          0              0       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>0.25)  kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1805 HIRA_SQUARE 4           ==0.25000   >0.25      NA         NA    PJC          45        5        0 0         0.93333      0             0.93333     0        0            0.25 0.066667  0               1          0.066667      1         1            0.5 0        0              NA          0             0        NA           0.75 0       0              NA          0              0       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>0.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1805 HIRA_SQUARE 4           ==0.25000   >0.5       NA         NA    PJC          45        5        0 0.066667  0.93333      0.066667      1           1        0.066667     0.25 0         0              NA          0             0        NA            0.5 0        0              NA          0             0        NA           0.75 0       0              NA          0              0       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>1.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1805 HIRA_SQUARE 4           ==0.25000   >1.0       NA         NA    PJC          45        5        0 0.066667  0.93333      0.066667      1           1        0.066667     0.25 0         0              NA          0             0        NA            0.5 0        0              NA          0             0        NA           0.75 0       0              NA          0              0       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>1.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1805 HIRA_SQUARE 4           ==0.25000   >1.5       NA         NA    PJC          45        5        0 0         1            0             1          NA        0            0.25 0         0              NA          0            NA        NA            0.5 0        0              NA          0            NA        NA           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>2.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1805 HIRA_SQUARE 4           ==0.25000   >2.0       NA         NA    PJC          45        5        0 0         1            0             1          NA        0            0.25 0         0              NA          0            NA        NA            0.5 0        0              NA          0            NA        NA           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>0)     kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1806 NEAREST     1           ==0.25000   >0         NA         NA    PJC          78        5        0 0         1            0             1          NA        0            0.25 0         0              NA          0            NA        NA            0.5 0        0              NA          0            NA        NA           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>0.1)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1806 NEAREST     1           ==0.25000   >0.1       NA         NA    PJC          78        5        0 0         1            0             1          NA        0            0.25 0         0              NA          0            NA        NA            0.5 0        0              NA          0            NA        NA           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>0.25)  kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1806 NEAREST     1           ==0.25000   >0.25      NA         NA    PJC          78        5        0 0         1            0             1          NA        0            0.25 0         0              NA          0            NA        NA            0.5 0        0              NA          0            NA        NA           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>0.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1806 NEAREST     1           ==0.25000   >0.5       NA         NA    PJC          78        5        0 0         1            0             1          NA        0            0.25 0         0              NA          0            NA        NA            0.5 0        0              NA          0            NA        NA           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>1.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1806 NEAREST     1           ==0.25000   >1.0       NA         NA    PJC          78        5        0 0         1            0             1          NA        0            0.25 0         0              NA          0            NA        NA            0.5 0        0              NA          0            NA        NA           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>1.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1806 NEAREST     1           ==0.25000   >1.5       NA         NA    PJC          78        5        0 0         1            0             1          NA        0            0.25 0         0              NA          0            NA        NA            0.5 0        0              NA          0            NA        NA           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>2.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1806 NEAREST     1           ==0.25000   >2.0       NA         NA    PJC          78        5        0 0         1            0             1          NA        0            0.25 0         0              NA          0            NA        NA            0.5 0        0              NA          0            NA        NA           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>0)     kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1806 HIRA_SQUARE 4           ==0.25000   >0         NA         NA    PJC          78        5        0 0         1            0             1          NA        0            0.25 0         0              NA          0            NA        NA            0.5 0        0              NA          0            NA        NA           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>0.1)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1806 HIRA_SQUARE 4           ==0.25000   >0.1       NA         NA    PJC          78        5        0 0         1            0             1          NA        0            0.25 0         0              NA          0            NA        NA            0.5 0        0              NA          0            NA        NA           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>0.25)  kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1806 HIRA_SQUARE 4           ==0.25000   >0.25      NA         NA    PJC          78        5        0 0         1            0             1          NA        0            0.25 0         0              NA          0            NA        NA            0.5 0        0              NA          0            NA        NA           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>0.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1806 HIRA_SQUARE 4           ==0.25000   >0.5       NA         NA    PJC          78        5        0 0         1            0             1          NA        0            0.25 0         0              NA          0            NA        NA            0.5 0        0              NA          0            NA        NA           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>1.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1806 HIRA_SQUARE 4           ==0.25000   >1.0       NA         NA    PJC          78        5        0 0         1            0             1          NA        0            0.25 0         0              NA          0            NA        NA            0.5 0        0              NA          0            NA        NA           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>1.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1806 HIRA_SQUARE 4           ==0.25000   >1.5       NA         NA    PJC          78        5        0 0         1            0             1          NA        0            0.25 0         0              NA          0            NA        NA            0.5 0        0              NA          0            NA        NA           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 000000   20100101_103000 20100101_133000 PROB(APCP_24>2.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     ADPSFC HUC4_1806 HIRA_SQUARE 4           ==0.25000   >2.0       NA         NA    PJC          78        5        0 0         1            0             1          NA        0            0.25 0         0              NA          0            NA        NA            0.5 0        0              NA          0            NA        NA           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0)     kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP FULL      NEAREST     1           ==0.25000   >0         NA         NA    PJC       15480        5        0 0.011499  0.53262      0.021133      0.54412     0.037482 0.021133     0.25 0.0046512 0.019121        0.19565    0.023773      0.015161  0.19565      0.5 0.014276 0.031202        0.31392    0.045478      0.046536  0.31392     0.75 0.27636 0.11027         0.71479    0.38663        0.90082  0.71479        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.1)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP FULL      NEAREST     1           ==0.25000   >0.1       NA         NA    PJC       15480        5        0 0.01137   0.5491       0.020286      0.56047     0.037615 0.020286     0.25 0.0058786 0.016796        0.25926    0.022674      0.019449  0.25926      0.5 0.017636 0.029134        0.37707    0.04677       0.058346  0.37707     0.75 0.26738 0.10271         0.72246    0.37009        0.88459  0.72246        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.25)  kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP FULL      NEAREST     1           ==0.25000   >0.25      NA         NA    PJC       15480        5        0 0.011693  0.55988      0.020457      0.57158     0.039203 0.020457     0.25 0.0062661 0.017183        0.26722    0.02345       0.021009  0.26722      0.5 0.020866 0.027196        0.43414    0.048062      0.069959  0.43414     0.75 0.25943 0.097481        0.72688    0.35691        0.86983  0.72688        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP FULL      NEAREST     1           ==0.25000   >0.5       NA         NA    PJC       15480        5        0 0.011628  0.57888      0.019691      0.5905      0.042204 0.019691     0.25 0.0057494 0.017183        0.2507     0.022933      0.020868  0.2507       0.5 0.021835 0.028553        0.43333    0.050388      0.07925   0.43333     0.75 0.2363  0.099871        0.70292    0.33618        0.85768  0.70292        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>1.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP FULL      NEAREST     1           ==0.25000   >1.0       NA         NA    PJC       15480        5        0 0.012726  0.59735      0.02086       0.61008     0.048981 0.02086      0.25 0.0084625 0.020284        0.29438    0.028747      0.032571  0.29438      0.5 0.02261  0.027649        0.44987    0.050258      0.087021  0.44987     0.75 0.21602 0.094897        0.69478    0.31092        0.83143  0.69478        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>1.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP FULL      NEAREST     1           ==0.25000   >1.5       NA         NA    PJC       15480        5        0 0.013178  0.61273      0.021055      0.6259      0.054357 0.021055     0.25 0.0093669 0.021253        0.30591    0.03062       0.038636  0.30591      0.5 0.021835 0.029264        0.42731    0.051098      0.090061  0.42731     0.75 0.19806 0.094315        0.67742    0.29238        0.81695  0.67742        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>2.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP FULL      NEAREST     1           ==0.25000   >2.0       NA         NA    PJC       15480        5        0 0.014341  0.6272       0.022354      0.64154     0.06289  0.022354     0.25 0.0096899 0.021253        0.31315    0.030943      0.042493  0.31315      0.5 0.020672 0.030233        0.40609    0.050904      0.090652  0.40609     0.75 0.18333 0.093282        0.66277    0.27661        0.80397  0.66277        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0)     kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1605 NEAREST     1           ==0.25000   >0         NA         NA    PJC         398        5        0 0         0.78141      0             0.78141    NA        0            0.25 0         0.1005          0          0.1005       NA         0            0.5 0        0.082915        0          0.082915     NA         0           0.75 0       0.035176        0          0.035176      NA        0              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.1)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1605 NEAREST     1           ==0.25000   >0.1       NA         NA    PJC         398        5        0 0         0.86432      0             0.86432    NA        0            0.25 0         0.057789        0          0.057789     NA         0            0.5 0        0.057789        0          0.057789     NA         0           0.75 0       0.020101        0          0.020101      NA        0              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.25)  kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1605 NEAREST     1           ==0.25000   >0.25      NA         NA    PJC         398        5        0 0         0.90201      0             0.90201    NA        0            0.25 0         0.042714        0          0.042714     NA         0            0.5 0        0.042714        0          0.042714     NA         0           0.75 0       0.012563        0          0.012563      NA        0              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1605 NEAREST     1           ==0.25000   >0.5       NA         NA    PJC         398        5        0 0         0.94221      0             0.94221    NA        0            0.25 0         0.027638        0          0.027638     NA         0            0.5 0        0.022613        0          0.022613     NA         0           0.75 0       0.0075377       0          0.0075377     NA        0              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>1.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1605 NEAREST     1           ==0.25000   >1.0       NA         NA    PJC         398        5        0 0         0.96231      0             0.96231    NA        0            0.25 0         0.020101        0          0.020101     NA         0            0.5 0        0.012563        0          0.012563     NA         0           0.75 0       0.0050251       0          0.0050251     NA        0              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>1.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1605 NEAREST     1           ==0.25000   >1.5       NA         NA    PJC         398        5        0 0         0.96734      0             0.96734    NA        0            0.25 0         0.025126        0          0.025126     NA         0            0.5 0        0.0025126       0          0.0025126    NA         0           0.75 0       0.0050251       0          0.0050251     NA        0              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>2.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1605 NEAREST     1           ==0.25000   >2.0       NA         NA    PJC         398        5        0 0         0.96985      0             0.96985    NA        0            0.25 0         0.025126        0          0.025126     NA         0            0.5 0        0.0050251       0          0.0050251    NA         0           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0)     kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1803 NEAREST     1           ==0.25000   >0         NA         NA    PJC         540        5        0 0         0.99815      0             0.99815    NA        0            0.25 0         0.0018519       0          0.0018519    NA         0            0.5 0        0              NA          0            NA        NA           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.1)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1803 NEAREST     1           ==0.25000   >0.1       NA         NA    PJC         540        5        0 0         1            0             1          NA        0            0.25 0         0              NA          0            NA        NA            0.5 0        0              NA          0            NA        NA           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.25)  kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1803 NEAREST     1           ==0.25000   >0.25      NA         NA    PJC         540        5        0 0         1            0             1          NA        0            0.25 0         0              NA          0            NA        NA            0.5 0        0              NA          0            NA        NA           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1803 NEAREST     1           ==0.25000   >0.5       NA         NA    PJC         540        5        0 0         1            0             1          NA        0            0.25 0         0              NA          0            NA        NA            0.5 0        0              NA          0            NA        NA           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>1.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1803 NEAREST     1           ==0.25000   >1.0       NA         NA    PJC         540        5        0 0         1            0             1          NA        0            0.25 0         0              NA          0            NA        NA            0.5 0        0              NA          0            NA        NA           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>1.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1803 NEAREST     1           ==0.25000   >1.5       NA         NA    PJC         540        5        0 0         1            0             1          NA        0            0.25 0         0              NA          0            NA        NA            0.5 0        0              NA          0            NA        NA           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>2.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1803 NEAREST     1           ==0.25000   >2.0       NA         NA    PJC         540        5        0 0         1            0             1          NA        0            0.25 0         0              NA          0            NA        NA            0.5 0        0              NA          0            NA        NA           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0)     kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1804 NEAREST     1           ==0.25000   >0         NA         NA    PJC         503        5        0 0         0.94235      0             0.94235    NA        0            0.25 0         0.039761        0          0.039761     NA         0            0.5 0        0.015905        0          0.015905     NA         0           0.75 0       0.0019881       0          0.0019881     NA        0              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.1)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1804 NEAREST     1           ==0.25000   >0.1       NA         NA    PJC         503        5        0 0         0.97416      0             0.97416    NA        0            0.25 0         0.019881        0          0.019881     NA         0            0.5 0        0.0059642       0          0.0059642    NA         0           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.25)  kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1804 NEAREST     1           ==0.25000   >0.25      NA         NA    PJC         503        5        0 0         0.99205      0             0.99205    NA        0            0.25 0         0.0039761       0          0.0039761    NA         0            0.5 0        0.0039761       0          0.0039761    NA         0           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1804 NEAREST     1           ==0.25000   >0.5       NA         NA    PJC         503        5        0 0         0.99801      0             0.99801    NA        0            0.25 0         0              NA          0            NA        NA            0.5 0        0.0019881       0          0.0019881    NA         0           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>1.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1804 NEAREST     1           ==0.25000   >1.0       NA         NA    PJC         503        5        0 0         1            0             1          NA        0            0.25 0         0              NA          0            NA        NA            0.5 0        0              NA          0            NA        NA           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>1.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1804 NEAREST     1           ==0.25000   >1.5       NA         NA    PJC         503        5        0 0         1            0             1          NA        0            0.25 0         0              NA          0            NA        NA            0.5 0        0              NA          0            NA        NA           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>2.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1804 NEAREST     1           ==0.25000   >2.0       NA         NA    PJC         503        5        0 0         1            0             1          NA        0            0.25 0         0              NA          0            NA        NA            0.5 0        0              NA          0            NA        NA           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0)     kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1805 NEAREST     1           ==0.25000   >0         NA         NA    PJC         161        5        0 0.18634   0.68323      0.21429       0.86957     0.6383   0.21429      0.25 0.10559   0.024845        0.80952    0.13043       0.3617    0.80952      0.5 0        0              NA          0             0        NA           0.75 0       0              NA          0              0       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.1)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1805 NEAREST     1           ==0.25000   >0.1       NA         NA    PJC         161        5        0 0.14907   0.75155      0.16552       0.90062     0.63158  0.16552      0.25 0.086957  0.012422        0.875      0.099379      0.36842   0.875        0.5 0        0              NA          0             0        NA           0.75 0       0              NA          0              0       NA              1
