VERSION MODEL DESC FCST_LEAD FCST_VALID_BEG  FCST_VALID_END  OBS_LEAD OBS_VALID_BEG   OBS_VALID_END   FCST_VAR FCST_UNITS FCST_LEV OBS_VAR OBS_UNITS OBS_LEV OBTYPE VX_MASK INTERP_MTHD INTERP_PNTS FCST_THRESH OBS_THRESH COV_THRESH ALPHA LINE_TYPE TOTAL F_RATE   H_RATE    O_RATE
V12.0.0 FCST  NA   120000    20050807_120000 20050807_120000 000000   20050807_120000 20050807_120000 APCP_12  kg/m^2     A12      APCP_12 kg/m^2    A12     MC_PCP DTC165  NEAREST     1           >0.0        >0.0       NA         NA    FHO        2651 0.54659  0.2086    0.29347
V12.0.0 FCST  NA   120000    20050807_120000 20050807_120000 000000   20050807_120000 20050807_120000 APCP_12  kg/m^2     A12      APCP_12 kg/m^2    A12     MC_PCP DTC165  NEAREST     1           >=5.0       >=5.0      NA         NA    FHO        2651 0.02716  0.0011316 0.019238
V12.0.0 FCST  NA   120000    20050807_120000 20050807_120000 000000   20050807_120000 20050807_120000 APCP_12  kg/m^2     A12      APCP_12 kg/m^2    A12     MC_PCP DTC166  NEAREST     1           >0.0        >0.0       NA         NA    FHO        3804 0.37355  0.19926   0.31914
V12.0.0 FCST  NA   120000    20050807_120000 20050807_120000 000000   20050807_120000 20050807_120000 APCP_12  kg/m^2     A12      APCP_12 kg/m^2    A12     MC_PCP DTC166  NEAREST     1           >=5.0       >=5.0      NA         NA    FHO        3804 0.079653 0.012355  0.051788
V12.0.0 FCST  NA   120000    20050807_120000 20050807_120000 000000   20050807_120000 20050807_120000 APCP_12  kg/m^2     A12      APCP_12 kg/m^2    A12     MC_PCP CONUS   NEAREST     1           >0.0        >0.0       NA         NA    FHO        5414 0.45198  0.21463   0.32305
V12.0.0 FCST  NA   120000    20050807_120000 20050807_120000 000000   20050807_120000 20050807_120000 APCP_12  kg/m^2     A12      APCP_12 kg/m^2    A12     MC_PCP CONUS   NEAREST     1           >=5.0       >=5.0      NA         NA    FHO        5414 0.058737 0.007573  0.035833
V12.0.0 FCST  NA   120000    20050807_120000 20050807_120000 000000   20050807_120000 20050807_120000 APCP_12  kg/m^2     A12      APCP_12 kg/m^2    A12     MC_PCP LMV     NEAREST     1           >0.0        >0.0       NA         NA    FHO         524 0.64122  0.37405   0.55153
V12.0.0 FCST  NA   120000    20050807_120000 20050807_120000 000000   20050807_120000 20050807_120000 APCP_12  kg/m^2     A12      APCP_12 kg/m^2    A12     MC_PCP LMV     NEAREST     1           >=5.0       >=5.0      NA         NA    FHO         524 0.10305  0.0076336 0.080153
